Facility name,Full Address,Starting Price,Facility Type,Facility Page URL,Number of beds estimated,Phone number,source
Class Act assisted living,"3529 E Downing Cir, Mesa, AZ 85213","$4,700",Assisted Living,https://www.caring.com/senior-living/arizona/mesa/class-act-assisted-living,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/mesa/class-act-assisted-living-homes/2333/
Cottonwood Village,"201 E. Mingus Ave., Cottonwood, AZ 86326","$1,895",Assisted Living,https://www.caring.com/senior-living/arizona/cottonwood/cottonwood-village-86326,97,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/cottonwood/cottonwood-village/1317/
Gemini Assisted Living,"2371 E. Fairview St., Chandler, AZ 85225","$2,300",Assisted Living,https://www.caring.com/senior-living/arizona/chandler/gemini-assisted-living,Unknown,(800) 558-0653,https://www.seniorcare.com/home-care/az/chandler/gemini-home-care/76068/
The Garnet of Casa Grande,"510 E. 8th St., Casa Grande, AZ 85122","$3,695",Assisted Living,https://www.caring.com/senior-living/arizona/casa-grande/the-garnet-of-casa-grande,106,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/casa-grande/garnet-of-casa-grande-assisted-living-community/2243/
Sunrise Adult Care Center,"3759 E Clovis Ave, Mesa, AZ 85206",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/mesa/sunrise-adult-care-center,6,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/mesa/sunrise-adult-care-center/1047/
Gracious Granny's LLC,"1420 Bates Road, Cottonwood, AZ 86326",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/cottonwood/gracious-granny-s-llc,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/cottonwood/gracious-granny-s/2152/
Scott's Harbor,"8196 E. Yavapai Road, Prescott Valley, AZ 86314","$5,500",Assisted Living,https://www.caring.com/senior-living/arizona/prescott-valley/scott-s-harbor,10,(800) 558-0653,Not found
Montelena Assisted Living and Memory Care,"20174 E Sonoqui Blvd, Queen Creek, AZ 85142","$4,000",Assisted Living,https://www.caring.com/senior-living/arizona/queen-creek/montelena-assisted-living-and-memory-care,Unknown,(800) 558-0653,Not found
Better Living Carehome Llc,"9321 E Carmel Ave, Mesa, AZ 85208",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/mesa/better-living-carehome-llc,5,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/mesa/better-living-carehome/48420/
Andersen Springs Care Home Llc,"1541 W Corona Dr, Chandler, AZ 85224",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/chandler/andersen-springs-care-home-llc-chandler,5,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/chandler/andersen-springs-care-home/1440/
"The Peaks, A Senior Living Community","3150 North Winding Brook Road, Flagstaff, AZ 86001",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/flagstaff/the-peaks-a-senior-living-community-86001,92,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/flagstaff/peaks-a-senior-living-community/2779/
"Ndg Adult Care Home, Llc","1106 W 9th St, Tempe, AZ 85281",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/tempe/ndg-adult-care-home-llc,5,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/tempe/ndg-adult-care-home/2119/
Highgate Senior Living - Flagstaff,"1831 N Jasper Drive, Flagstaff, AZ 86001",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/flagstaff/highgate-senior-living-flagstaff,97,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/prescott/highgate-senior-living-of-prescott-lakes/48276/
Penzi Home,"43448 W Wild Horse Trail, Maricopa, AZ 85138",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/maricopa/penzi-home-85138,10,(800) 558-0653,Not found
Ativo Senior Living of Prescott Valley,"3951 N Viewpoint Dr., Prescott Valley, AZ 86314",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/prescott-valley/ativo-senior-living-of-prescott-valley,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/prescott-valley/north-star-adult-care-home/1887/
Medisys Assisted Living Home -Casa Grande,"1301 NORTH PARK AVENUE, Casa Grande, AZ 85122",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/casa-grande/medisys-assisted-living-home,Unknown,(800) 558-0653,Not found
KT Homes LLC,"43176 W ELIZABETH AVE, Maricopa, AZ 85138",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/maricopa/kt-homes-llc,4,(800) 558-0653,Not found
Treasures of Wisdom Assisted Living,"483 W Gascon Rd, Queen Creek, AZ 85143",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/queen-creek/treasures-of-wisdom-assisted-living,Unknown,(800) 558-0653,Not found
Four Roses Home,"2112 E Morelos Street, Chandler, AZ 85225",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/chandler/four-roses-home-85225,Unknown,(800) 558-0653,Not found
Carefree Assisted Living Center,"22 South 7th St, Cottonwood, AZ 86326","$3,735",Assisted Living,https://www.caring.com/senior-living/arizona/cottonwood/carefree-assisted-living-center-86326,20,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/cottonwood/carefree-assisted-living-center/1208/
Brookdale Flagstaff,"2100 South Woodlands Village Blvd., Flagstaff, AZ 86001","$6,229",Assisted Living,https://www.caring.com/senior-living/arizona/flagstaff/brookdale-flagstaff,74,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/flagstaff/brookdale-flagstaff/1058/
Pendo Home,"40968 W. Portis Drive, Maricopa, AZ 85138",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/maricopa/pendo-home,Unknown,(800) 558-0653,Not found
The Bluffs of Flagstaff Senior Living,"3100 E Butler Ave, Flagstaff, AZ 86004","$3,995",Assisted Living,https://www.caring.com/senior-living/arizona/flagstaff/the-bluffs-of-flagstaff-senior-living,113,(800) 558-0653,Not found
The Landings of Prescott Valley,"3500 N Windsong Dr, Prescott, AZ 86314",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/prescott/the-landings-of-prescott-valley,125,(800) 558-0653,Not found
Pine Meadows Ranch,"7885 EASY STREET, Flagstaff, AZ 86004",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/flagstaff/pine-meadows-ranch-86004,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/flagstaff/pine-meadows-ranch/1838/
Amanda's Care Home II,"708 South Sabrina, Mesa, AZ 85208","$2,000",Assisted Living,https://www.caring.com/senior-living/arizona/mesa/amandss-care-home-ii-85208,6,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/mesa/amanda-s-care-home/972/
Berean Loving Home Care,"2332 E Jade Ct, Chandler, AZ 85286",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/chandler/berean-loving-home-care-chandler,5,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/chandler/berean-loving-home-care/1677/
In Angel Arms,"22868 West Hopi Street, Buckeye, AZ 85326","$4,000",Assisted Living,https://www.caring.com/senior-living/arizona/buckeye/in-angel-arms,6,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/goodyear/in-angel-arms-assisted-living-home-goodyear/2472/
A Caring Manor I,"20338 East Via Del Oro, Queen Creek, AZ 85142","$3,000",Assisted Living,https://www.caring.com/senior-living/arizona/queen-creek/a-caring-manor-i-85142,5,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/queen-creek/a-caring-manor/2545/
Pronghorn Assisted Living LLC,"8554 North Ridge Rider Trail, Prescott Valley, AZ 86315",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/prescott-valley/pronghorn-assisted-living-llc-86315,Unknown,(800) 558-0653,Not found
Granite Gate Senior Living,"3850 North US Highway 89, Prescott, AZ 86301",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/prescott/granite-gate-senior-living-86301,124,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/prescott/granite-gate-senior-living/1554/
Ark of Noah Care Home,"4685 E Alamo St, San Tan Valley, AZ 85140",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/san-tan-valley/ark-of-noah-care-home,Unknown,(800) 558-0653,Not found
Verde Valley,"195 South Willard St., Cottonwood, AZ 86326",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/cottonwood/verde-valley,Unknown,(800) 558-0653,Not found
Caliche Senior Living,"1640 N. Peart Road, Casa Grande, AZ 85122",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/casa-grande/caliche-senior-living,130,(800) 558-0653,Not found
Ani-G Wellness Residency LLC,"20278 N Wilford Ave, Maricopa, AZ 85138","$2,800",Assisted Living,https://www.caring.com/senior-living/arizona/maricopa/ani-g-wellness-residency-llc,Unknown,(800) 558-0653,Not found
Mountain View Manor Group,"8503 S. 217th Ave, Buckeye, AZ 85326",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/buckeye/mountain-view-manor-group,116,(800) 558-0653,https://www.seniorcare.com/nursing-homes/az/prescott/mountain-view-manor/35114/
N Gold Acres,"720 E Ranch Rd, San Tan Valley, AZ 85140",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/san-tan-valley/n-gold-acres,Unknown,(800) 558-0653,Not found
Graceful Waters Assisted Living,"5777 East Flowing Spring, Florence, AZ 85132",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/florence/graceful-waters-assisted-living,5,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/phoenix/graceful-living-adult-care-home/2145/
Eternal Spring of Gilbert,"940 East Williams Field Road, Gilbert, AZ 85295","$4,080",Assisted Living,https://www.caring.com/senior-living/arizona/gilbert/eternal-spring-of-gilbert,128,(800) 558-0653,Not found
New Horizon's Adult Care Home,"7020 East Long Look Drive, Prescott Valley, AZ 86314",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/prescott-valley/new-horizon-s-adult-care-home,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/prescott-valley/new-horizons-adult-care-home-2/1142/
Liberty Assisted Living Home,"12152 West Davis Lane, Avondale, AZ 85323","$3,000",Assisted Living,https://www.caring.com/senior-living/arizona/avondale/liberty-assisted-living-home,Unknown,(877) 795-1032,Not found
The Oaks,"3675 South Rome St., Gilbert, AZ 85297","$2,975",Assisted Living,https://www.caring.com/senior-living/arizona/gilbert/the-oaks-gilbert,142,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/gilbert/oaks/48285/
Paradise Living Centers - Paradise Valley,"6630 E Lincoln Dr, Paradise Valley, AZ 85252",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/paradise-valley/paradise-living-centers-paradise-valley,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/paradise-valley/paradise-living-center/1828/
Morning Glory 2,"20262 W. Morning Glory, Buckeye, AZ 85326",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/buckeye/morning-glory-2,6,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/mesa/morning-glory-adult-care-home-ii/1498/
Robson Reserve at PebbleCreek,"15833 W Clubhouse Drive, Goodyear, AZ 85395",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/goodyear/robson-reserve-at-pebblecreek,95,(800) 558-0653,Not found
Estancia Assisted Living,"3260 E Tonto Ct, Gilbert, AZ 85298",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/gilbert/estancia-assisted-living,10,(800) 558-0653,Not found
In Angel Arms III,"25548 W Dunlap Rd, Buckeye, AZ 85326","$2,500",Assisted Living,https://www.caring.com/senior-living/arizona/buckeye/in-home-arms-iii,7,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/goodyear/in-angel-arms-assisted-living-home-goodyear/2472/
"Jolley Family Assisted Living, LLC.","20106 West Broadway, Buckeye, AZ 85326",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/buckeye/jolley-family-assisted-living-home-85326,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/buckeye/jolley-family-assisted-living/857/
Paradise Assisted Living,"8855 W. Calle Lejos,, Peoria, AZ 85385",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/peoria/paradise-assisted-living-85385,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/peoria/paradise-assisted-living/48682/
Destiny Care Home,"2396 N 156th Dr, Goodyear, AZ 85395","$4,500",Assisted Living,https://www.caring.com/senior-living/arizona/goodyear/destiny-care-home,10,(800) 558-0653,Not found
Park Senior Villas - Goodyear,"4211 N. PebbleCreek Pkwy, Goodyear, AZ 85395","$4,700",Assisted Living,https://www.caring.com/senior-living/arizona/goodyear/park-senior-villas-goodyear,10,(800) 558-0653,Not found
Santa Fe House Adult Care Home,"4988 North Cowpoke Road, Prescott Valley, AZ 86314",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/prescott-valley/santa-fe-house-adult-care-home-86314,Unknown,(800) 558-0653,Not found
Litchfield Park Assisted Living Home,"5515 NORTH 132ND DRIVE, Litchfield Park, AZ 85340",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/litchfield-park/litchfield-park-assisted-living-home-85340,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/litchfield-park/litchfield-park-assisted-living-home/1609/
Assisted Living Gardenia Care - CLOSED,"23026 W. Gardenia Drive, Buckeye, AZ 85326",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/buckeye/assisted-living-gardenia-care-closed,4,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/tucson/gardenia-adult-care-home/48524/
Rhoda's Assisted Living Home,"12002 W. Sheridan St., Avondale, AZ 85392","$4,000",Assisted Living,https://www.caring.com/senior-living/arizona/avondale/rhoda-s-assisted-living-home,5,(800) 558-0653,Not found
Hacienda Del Rey,"12917 Las Cruces Dr, Litchfield Park, AZ 85340","$4,800",Assisted Living,https://www.caring.com/senior-living/arizona/litchfield-park/hacienda-del-rey-85340,90,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/litchfield-park/hacienda-del-rey-1/48558/
Garden Village Assisted Living Home,"102 WEST ELMWOOD PLACE, Chandler, AZ 85248",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/chandler/garden-village-assisted-living-home-a9093006-b354-4276-8f6b-bc8373aa2a8b,5,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/chandler/garden-village-assisted-living-home/1625/
Golden Age Assisted Living Home,"17176 W. Watkins St., Goodyear, AZ 85338",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/goodyear/golden-age-assisted-living-home-llc-85338,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/goodyear/golden-age-assisted-living-home/48531/
A Paradise for Parents Assisted Living & Memory Care,"15292 W Campbell Ave, Goodyear, AZ 85395","$4,800",Assisted Living,https://www.caring.com/senior-living/arizona/goodyear/a-paradise-for-parents-assisted-living-memory-care-goodyear,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/goodyear/a-paradise-for-parents-senior-care/48333/
Bridgewater Assisted Living,"295 E. Van Buren Rd, Avondale, AZ 85323",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/avondale/bridgewater-assisted-living-cd9178a3-effe-4d81-af7e-460d78560f53,142,(800) 558-0653,Not found
"Home Of Helping Hands Assisted Living, Llc","4429 N 156th Dr, Goodyear, AZ 85395",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/goodyear/home-of-helping-hands-assisted-living-llc,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/goodyear/home-of-helping-hands-assisted-living/48584/
Legacy House of Avondale,"2635 N. Dysart Road, Avondale, AZ 85392","$3,100",Assisted Living,https://www.caring.com/senior-living/arizona/avondale/legacy-house-of-avondale,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/avondale/avondale-assisted-living-home/48412/
Sunrise Assisted Living,"8216 W. Villa Lindo Dr., Peoria, AZ 85383","$2,300",Assisted Living,https://www.caring.com/senior-living/arizona/peoria/sunrise-assisted-living,Unknown,(800) 558-0653,Not found
The Groves,"2655 N. Pebblecreek Pkwy, Goodyear, AZ 85395","$3,175",Assisted Living,https://www.caring.com/senior-living/arizona/goodyear/the-groves-goodyear,142,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/goodyear/the-groves/48297/
Caissa Felty Farms,"975 East Lodgepole Drive, Gilbert, AZ 85298",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/gilbert/caissa-felty-farms-85298,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/gilbert/caissa-assisted-living-home/1949/
About Seniors Assisted Living,"17343 West Bajada, Surprise, AZ 85387","$2,200",Assisted Living,https://www.caring.com/senior-living/arizona/surprise/about-seniors-assisted-living-85387,8,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/surprise/about-seniors-assisted-living-home/48341/
Atlantis II Assisted Living LLC,"16195 W Glenrosa Ave, Goodyear, AZ 85395",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/goodyear/atlantis-ii-assisted-living-85395,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/goodyear/atlantis-ii-assisted-living/1715/
Brightest Light Senior Living,"5415 W Saint John Rd, Glendale, AZ 85308",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/brightest-light-senior-living-glendale,5,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/glendale/brightest-light-senior-living/1174/
True Love & Care of Goodyear,"14611 W. Wilshire Drive, Goodyear, AZ 85395",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/goodyear/true-love-and-care-of-goodyear-85395,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/goodyear/true-love-and-care-of-goodyear/48792/
Sunshine Residential Care Home,"16829 W Northampton Rd, Surprise, AZ 85374",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/sunshine-residential-care-home-surprise,9,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/surprise/sunshine-residential-care-home/1103/
Adriel Care Home,"11550 N 150th Ln, Surprise, AZ 85379",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/adriel-care-home-surprise,7,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/surprise/adriel-care-home/1997/
Arrowhead Shore Senior Living,"16124 North 87th Drive, Peoria, AZ 85382",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/peoria/arrowhead-shore-senior-living,10,(800) 558-0653,Not found
Adriana's Round The Clock,"7630 W John Cabot Rd, Glendale, AZ 85308",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/adriana-s-round-the-clock,5,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/glendale/adriana-s-round-the-clock/1281/
Freedom Plaza Care Center,"13714 North Plaza del Rio Boulevard, Peoria, AZ 85381",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/peoria/freedom-plaza-care-center,111,(800) 558-0653,https://www.seniorcare.com/nursing-homes/az/peoria/freedom-plaza-care-center/35256/
Amazing Care,"16345 West Roosevelt Street, Goodyear, AZ 85338",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/goodyear/amazing-care,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/goodyear/amazing-care/1037/
AZ Happy Valley Royal Care,"8307 W. Misty Willow Ln, Peoria, AZ 85383",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/peoria/az-happy-valley-royal-care,10,(800) 558-0653,Not found
Annie's Loving Care,"5929 W Greenbriar Dr, Glendale, AZ 85308",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/annie-s-loving-care,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/glendale/annie-s-care-home/2287/
Cc's Adult Care,"13425 West Rim Rock Street, Surprise, AZ 85374",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/ccs-adult-care-inc-85374,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/surprise/cc-s-adult-care/2789/
Twilight Haven,"12533 WEST COLDWATER SPRINGS BLVD, Avondale, AZ 85323",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/avondale/twilight-haven-85323,142,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/avondale/twilight-haven/1412/
Joy & Love Assisted Living,"17898 N Bell Pointe Blvd, Surprise, AZ 85374",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/joy-love-assisted--85374,10,(800) 558-0653,Not found
The Mitchell House,"15328_W Peakview Rd, Surprise, AZ 85387",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/the-mitchell-house,Unknown,(800) 558-0653,Not found
Peoria Assisted Living,"9012 W. Sandra Terrace, Peoria, AZ 85381","$2,300",Assisted Living,https://www.caring.com/senior-living/arizona/peoria/peoria-assisted-living,Unknown,(800) 558-0653,Not found
Parkwood Assisted Living,"4519 W Corrine Dr, Glendale, AZ 85304",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/parkwood-assisted-living,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/glendale/parkwood-adult-care-home/2723/
Amazing Care Home,"14449 W Boca Raton Rd, Surprise, AZ 85379",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/amazing-care-home-surprise,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/surprise/amazing-care-home/1869/
Blooming Rose Care Home,"14885 W Cameron Dr, Surprise, AZ 85379",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/blooming-rose-care-home,8,(800) 558-0653,Not found
Blue Horizon,"16942 W Bristol Ln, Surprise, AZ 85374",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/blue-horizon,5,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/surprise/blue-horizons-assisted-living-home/48422/
Precious Jewels Home Care,"8311 W Forest Grove Ave, Tolleson, AZ 85353",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/tolleson/precious-jewels-home-care,5,(800) 558-0653,Not found
Amiscare,"8118 W Watkins St, Phoenix, AZ 85043",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/amiscare,Unknown,(800) 558-0653,Not found
AZ Lounge Care,"15250 W. Pierson St., Goodyear, AZ 85395","$2,300",Assisted Living,https://www.caring.com/senior-living/arizona/goodyear/az-lounge-care,142,(800) 558-0653,Not found
Comfort Home Assisted Liv,"7866 W Brown St, Peoria, AZ 85345",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/peoria/comfort-home-assisted-liv,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/peoria/comfort-assisted-living-home/906/
Villa Hermosa Assisted Living Home,"6981 W. Villa Hermosa, Glendale, AZ 85310",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/villa-hermosa-assisted-living-home,10,(800) 558-0653,Not found
Nurses Assisted Living,"8249 West Crocus Drive, Peoria, AZ 85381",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/peoria/nurses-assisted-living,Unknown,(800) 558-0653,Not found
Casa De Sonshine Assisted Living,"18292 S Camino De Paez, Green Valley, AZ 85614",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/green-valley/casa-de-sonshine-assisted-living-85614,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/green-valley/casa-de-sonshine-assisted-living/1040/
Home Care At Marley Park,"13024 N 154th Ln, Surprise, AZ 85379",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/home-care-at-marley-park,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/surprise/home-care-at-marley-park/48580/
Vista Pointe at Green Valley,"1175 S. Abrego Dr, Green Valley, AZ 85614","$4,500",Assisted Living,https://www.caring.com/senior-living/arizona/green-valley/vista-pointe-at-green-valley,75,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/green-valley/prestige-assisted-living-at-green-valley/2741/
Arc Of Care,"4113 W Hayward Ave, Phoenix, AZ 85051",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/arc-of-care,Unknown,(800) 558-0653,Not found
Love And Care Ii Assited,"16786 W Electra Ln, Surprise, AZ 85387",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/love-and-care-ii-assited,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/surprise/love-and-care-assisted-living/48633/
Jessie's Aged Wine,"1234 Caring way, Waddell, AZ 85355",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/waddell/jessie-s-aged-wine,Unknown,(800) 558-0653,Not found
Sanctuary Assisted Living,"18003 W Mauna Loa Ln., Surprise, AZ 85388","$3,000",Assisted Living,https://www.caring.com/senior-living/arizona/surprise/sanctuary-assisted-living,Unknown,(800) 558-0653,Not found
Gibson Ln Assisted Lvng C,"8011 W. Gibson Ln, Phoenix, AZ 85043",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/gibson-ln-assisted-lvng-c,10,(800) 558-0653,Not found
Silver Springs,"500 West Camino Escanto, Green Valley, AZ 85614",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/green-valley/silver-springs-green-valley,Unknown,(800) 558-0653,Not found
Sun Lodge,"18391 W. Statler Street, Surprise, AZ 85388",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/sun-lodge,6,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/surprise/sun-lodge/48755/
Sugar's Ii Assisted Living Home Inc.,"17802 S Placita Octubre, Green Valley, AZ 85614",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/green-valley/sugar-s-ii-assisted-living-home-inc-85614,9,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/green-valley/sugar-s-ii-assisted-living-home/1110/
Marshall Home For Men,"3314 SOUTH 16TH AVENUE, Tucson, AZ 85713",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/tucson/marshall-home-for-men-85713,52,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/tucson/marshall-home-for-men/2515/
Avista Tucson,"3701 N Swan Rd, Tucson, AZ 85718","$3,400",Assisted Living,https://www.caring.com/senior-living/arizona/catalina-foothills/avista-tucson,96,(800) 558-0653,Not found
Happy Hearts Assisted Lvg,"8331 W Willowbrook Dr, Peoria, AZ 85382",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/peoria/happy-hearts-assisted-lvg,5,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/peoria/happy-hearts/2108/
Park Senior Villas - Houghton,"844 N. Houghton , Tucson, AZ 85748","$4,500",Assisted Living,https://www.caring.com/senior-living/arizona/tucson/park-senior-villas-houghton,Unknown,(800) 558-0653,Not found
Cascades of Tucson,"201 N Jessica Ave, Tucson, AZ 85710","$3,230",Assisted Living,https://www.caring.com/senior-living/arizona/tucson/cascades-of-tucson-85710,217,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/tucson/cascades-of-tucson/2648/
Helping Hands Of Tucson,"2146 West Ocelot Drive, Tucson, AZ 85713",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/tucson/helping-hands-of-tucson-85715,5,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/tucson/helping-hands-of-tucson/2353/
Elenas Assisted Lvng Home,"16134 N 72Nd Ln, Peoria, AZ 85382",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/peoria/elenas-assisted-lvng-home,10,(800) 558-0653,Not found
Atria Campana Del Rio,"1550 East River Road, Tucson, AZ 85718","$2,795",Assisted Living,https://www.caring.com/senior-living/arizona/tucson/atria-campana-del-rio-85718,100,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/tucson/atria-campana-del-rio/48251/
St. Luke's Home,"615 EAST ADAMS STREET, Tucson, AZ 85705",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/tucson/st-lukes-home-85705,80,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/tucson/st-luke-s-home/2516/
