Facility name,Full Address,Starting Price,Facility Type,Facility Page URL,Number of beds estimated,Phone number,source
Evergreen Place Assisted Living,"4114 W. Springfield Avenue, Champaign, IL 61822","$4,255",Assisted Living,https://www.caring.com/senior-living/illinois/champaign/evergreen-place-alf,52,(800) 558-0653,Not found
Village Woods - CLOSED,"2681 Route 394, Crete, IL 60417",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/crete/village-woods-closed,50,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/crete/village-woods/17909/
Ridgeland Senior Living,"6301 Lincoln Hwy., Matteson, IL 60443","$6,000",Assisted Living,https://www.caring.com/senior-living/illinois/matteson/ridgeland-senior-living,154,(800) 558-0653,Not found
Stonecrest Manor Inc,"110 Harvard Street, Momence, IL 60954",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/momence/stonecrest-manor-inc,26,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/momence/stonecrest-manor/17878/
Cedarhurst of Frankfort - Now Open,"21507 S. Wolf Rd., Frankfort, IL 60423",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/frankfort/cedarhurst-of-frankfort-now-open,83,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/frankfort/cedarhurst-of-frankfort/58583/
Cedarhurst of Breese,"13887 Progress Drive, Breese, IL 62230",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/breese/cedarhurst-of-breese-il,57,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/breese/cedarhurst-of-breese/49858/
Prairie Living at Chautauqua,"955 Villa Ct, Carbondale, IL 62901",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/carbondale/prairie-living-at-chautauqua,Unknown,(800) 558-0653,Not found
Heritage Woods of Manteno,"355 Diversatech Drive, Manteno, IL 60950","$5,460",Assisted Living,https://www.caring.com/senior-living/illinois/manteno/heritage-woods-of-manteno-60950,Unknown,(800) 558-0653,Not found
Villa Catherine Al,"491 Clinton St, Carlyle, IL 62231",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/carlyle/villa-catherine-al,18,(800) 558-0653,Not found
Sunrise Villa Olympia Fields,"3633 Breakers Drive, Olympia Fields, IL 60461","$2,160",Assisted Living,https://www.caring.com/senior-living/illinois/olympia-fields/sunrise-villa-olympia-fields,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/olympia-fields/sunrise-villa-olympia-fields/58660/
Greencastle Morgan Park/Beverly,"10860 S Vincennes Ave, Chicago, IL 60643",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/chicago/greencastle-morgan-park-beverly,Unknown,(800) 558-0653,Not found
Victory Centre of Roseland,"10450 S. Michigan Ave., Chicago, IL 60628","$4,260",Assisted Living,https://www.caring.com/senior-living/illinois/chicago/victory-centre-of-roseland,60,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/lindenhurst/assisted-living-at-victory-lakes/17649/
Monticello Villas of Hollybrook,"901 Medical Center Drive, Monticello, IL 61856",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/monticello/monticello-villas-of-hollybrook,50,(800) 558-0653,Not found
Harvest View Living,"100 Harvest View Ln, Herscher, IL 60941",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/herscher/harvest-view-living,42,(800) 558-0653,Not found
Grand Regency of South Shore,"7419 S Exchange Avenue, Chicago, IL 60649","$3,291",Assisted Living,https://www.caring.com/senior-living/illinois/chicago/grand-regency-of-south-shore,Unknown,(800) 558-0653,Not found
Montclare Senior Residences Of Avalon Park,"1200 E 78th St, Chicago, IL 60619",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/chicago/montclare-senior-residences-of-avalon-park,Unknown,(800) 558-0653,Not found
zyonne assisted living,"20029 Graceland lane, Frankfort, IL 60423",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/frankfort/zyonne-assisted-living,Unknown,(800) 558-0653,Not found
Charter Senior Living of Hazel Crest,"3701 W 183rd Strert, Hazel Crest, IL 60429","$3,700",Assisted Living,https://www.caring.com/senior-living/illinois/hazel-crest/charter-senior-living-of-hazel-crest,80,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/hazel-crest/waterford-estates/17911/
Pullman Senior Suites,"15 E 112th Pl, Chicago, IL 60619",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/chicago/pullman-senior-suites,313,(800) 558-0653,Not found
The Villas at St. James,"14335 Jamestown Road, Breese, IL 62230","$4,106",Assisted Living,https://www.caring.com/senior-living/illinois/breese/the-villas-at-st-james,65,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/breese/the-villas-at-st-james/49927/
"Kelly Home Healthcare, Inc.","3325 W 183rd St, Homewood, IL 60430",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/homewood/kelly-home-healthcare-inc-charleston,Unknown,(800) 558-0653,Not found
Brightly Senior Care,"649 Legacy Place, Mascoutah, IL 68180",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/mascoutah/brightly-senior-care,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/mascoutah/brightly-senior-living-mascoutah/58631/
The Glenwood Supportive Living of Greenville,"605 S. Dewey Street, Greenville, IL 62246","$3,956",Assisted Living,https://www.caring.com/senior-living/illinois/greenville/the-glenwood-supportive-living-of-greenville,Unknown,(800) 558-0653,Not found
Victory Centre of Sierra Ridge,"4150 Gatling Blvd., Country Club Hills, IL 60478","$4,695",Assisted Living,https://www.caring.com/senior-living/illinois/country-club-hills/victory-centre-of-sierra-ridge,Unknown,(800) 558-0653,Not found
Hyde Park Apartments,"5330 S Harper Ave, Chicago, IL 60615",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/chicago/hyde-park-apartments,Unknown,(800) 558-0653,Not found
Simple Blessings,"203 East Monroe, Casey, IL 62420",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/casey/simple-blessings-casey,10,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/casey/simple-blessings/17869/
Eden Supportive Living Champaign,"222 North State Street, Champaign, IL 61820",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/champaign/eden-supportive-living-champaign-61820,Unknown,(800) 558-0653,Not found
Gibson City Villas of Hollybrook,"1400 N. Melvin St., Gibson City, IL 60936",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/gibson-city/gibson-city-villas-of-hollybrook-60936,Unknown,(800) 558-0653,Not found
Two Hearts Homes for Seniors,"18220 Clark Street, Lowell, IN 46356","$5,000",Assisted Living,https://www.caring.com/senior-living/indiana/lowell/two-hearts-homes-for-seniors,16,(855) 798-0598,https://www.seniorcare.com/assisted-living/in/lowell/two-hearts-homes-for-seniors/53358/
Victory Centre of River Oaks,"1370 Ring Rd, Calumet City, IL 60409",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/calumet-city/victory-centre-of-river-oaks-60409-2,Unknown,(800) 558-0653,Not found
Miller's Senior Living Community of Portage,"5911 Lute Road, Portage, IN 46368",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/portage/miller-s-senior-living-community-of-portage-46368,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/in/portage/miller-s-merry-manor/155299/
Two Hearts Homes for Seniors - Crown Point,"1600 S Feather Rock Dr, Crown Point, IN 46356","$5,000",Assisted Living,https://www.caring.com/senior-living/indiana/crown-point/two-hearts-homes-for-seniors-crown-point,16,(866) 511-5326,https://www.seniorcare.com/assisted-living/in/lowell/two-hearts-homes-for-seniors/53358/
Victory Centre of South Chicago,"3251 E 92nd St., Chicago, IL 60617","$4,260",Assisted Living,https://www.caring.com/senior-living/illinois/chicago/victory-centre-of-south-chicago,Unknown,(800) 558-0653,Not found
Majestic Care of Saint Anthony,"203 W Franciscan Dr, Crown Point, IN 46307","$2,500",Assisted Living,https://www.caring.com/senior-living/indiana/crown-point/majestic-care-of-saint-anthony,Unknown,(800) 558-0653,Not found
St. Anthony of Lansing,"3025 Spring Lake Dr, Lansing, IL 60438",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/lansing/st-anthony-of-lansing-60438,Unknown,(800) 558-0653,Not found
Aperion Care Glenwood,"19330 South Cottage Grove, Glenwood, IL 60425",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/glenwood/aperion-care-glenwood-60425,184,(800) 558-0653,https://www.seniorcare.com/nursing-homes/il/glenwood/aperion-care-glenwood/145758/
Bickford of Crown Point,"140 E. 107th Ave, Crown Point, IN 46307","$4,258",Assisted Living,https://www.caring.com/senior-living/indiana/crown-point/bickford-of-crown-point-46307,82,(800) 558-0653,https://www.seniorcare.com/assisted-living/in/crown-point/bickford-of-crown-point/55109/
StoryPoint Schererville,"7770 Burr Street, Schererville, IN 46375","$3,899",Assisted Living,https://www.caring.com/senior-living/indiana/schererville/storypoint-schererville,99,(800) 558-0653,https://www.seniorcare.com/assisted-living/in/schererville/storypoint-schererville/55193/
Crown Point Christian Village,"6685 E. 117th Avenue, Crown Point, IN 46307","$3,846",Assisted Living,https://www.caring.com/senior-living/indiana/crown-point/crown-point-christian-village-46307,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/in/crown-point/crown-point-christian-village/155637/
Virginia Place,"8253 Virginia Street, Merrillville, IN 46410","$2,979",Assisted Living,https://www.caring.com/senior-living/indiana/merrillville/virginia-place,56,(800) 558-0653,https://www.seniorcare.com/assisted-living/in/merrillville/virginia-place-assisted-living/18004/
Cedar Creek Health Campus,"18275 S. Burr Street, Lowell, IN 46356","$3,810",Assisted Living,https://www.caring.com/senior-living/indiana/lowell/cedar-creek-health-campus,96,(800) 558-0653,https://www.seniorcare.com/nursing-homes/in/lowell/cedar-creek-health-campus/155822/
Royal Estates Assistive Living,"1515 E. 154th Street, Dolton, IL 60419",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/dolton/royal-estates-assistive-living,Unknown,(800) 558-0653,Not found
Rittenhouse Village at Portage,"6235 Sterling Creek Rd, Portage, IN 46368","$2,284",Assisted Living,https://www.caring.com/senior-living/indiana/portage/rittenhouse-senior-living-of-portage-46368,105,(800) 558-0653,https://www.seniorcare.com/assisted-living/in/portage/rittenhouse-village-at-portage/53296/
Brookdale Portage Wyndmoor,"3444 Swanson Road, Portage, IN 46368",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/portage/brookdale-portage-wyndmoor-46368,Unknown,(800) 558-0653,Not found
Jackson Park Supportive Living,"1448 E 75th St, Chicago, IL 60619",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/chicago/jackson-park-supportive-living-chicago,Unknown,(800) 558-0653,Not found
Belvedere Senior Housing,"343 E 90th Dr, Merrillville, IN 46410",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/merrillville/belvedere-senior-housing-46410,140,(800) 558-0653,https://www.seniorcare.com/assisted-living/in/merrillville/belvedere-senior-housing/55171/
Dyer Nursing and Rehabilitation Center,"601 SHEFFIELD AVE, Dyer, IN 46311",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/dyer/dyer-nursing-and-rehabilitation-center-46311,211,(800) 558-0653,https://www.seniorcare.com/nursing-homes/in/dyer/dyer-nursing-and-rehabilitation-center/155220/
Hartsfield Village,"10000 Columbia Avenue, Munster, IN 46321",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/munster/hartsfield-village-munster-46321,Unknown,(800) 558-0653,Not found
Brentwood at Hobart,"1420 Saint Marys Circle, Hobart, IN 46342",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/hobart/brentwood-at-hobart,140,(800) 558-0653,https://www.seniorcare.com/assisted-living/in/hobart/brentwood-at-hobart/17935/
Silver Birch of Hammond,"5620 Sohl Ave, Hammond, IN 46320",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/hammond/silver-birch-of-hammond,136,(800) 558-0653,https://www.seniorcare.com/assisted-living/in/hammond/silver-birch-of-hammond/55144/
Foster Integrated Living,"7034 S Normal Blvd, Chicago, IL 60621",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/chicago/foster-integrated-living-60621,Unknown,(800) 558-0653,Not found
Spring Mill Health Campus,"101 West 87th Avenue, Merrillville, IN 46410",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/merrillville/spring-mill-health-campus-46410,158,(800) 558-0653,https://www.seniorcare.com/nursing-homes/in/merrillville/spring-mill-health-campus/155764/
Senior Wyze Senior Care & Assisted Living Hammond IN,"200 Russell St #101, Hammond, IN 46320",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/hammond/senior-wyze-senior-care-assisted-living-hammond-in,Unknown,(800) 558-0653,Not found
Triumph Healthcare,"5454 Hohman Ave, Hammond, IN 46320",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/hammond/triumph-healthcare,134,(800) 558-0653,Not found
Residences at Deer Creek,"401 U.S. 30, Schererville, IN 46375","$4,549",Assisted Living,https://www.caring.com/senior-living/indiana/schererville/residences-at-deer-creek-46375,130,(800) 558-0653,https://www.seniorcare.com/assisted-living/in/schererville/residences-at-deer-creek/55192/
Cedarhurst of Dyer,"1763 Calumet Ave., Dyer, IN 46311",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/dyer/cedarhurst-of-dyer,120,(800) 558-0653,https://www.seniorcare.com/assisted-living/in/dyer/cedarhurst-of-dyer/55111/
Waterford Estates Senior Living,"17400 Kedzie Ave, Hazel Crest, IL 60429","$2,460",Assisted Living,https://www.caring.com/senior-living/illinois/hazel-crest/waterford-estates-senior-living-60429,80,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/hazel-crest/waterford-estates/17911/
Standing In The Gap Inc,"5209 Hohman Ave, Hammond, IN 46320",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/hammond/standing-in-the-gap-inc,Unknown,(800) 558-0653,Not found
Dixie Manor Sheltered Care,"15535 Dixie Hwy, Harvey, IL 60426",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/harvey/dixie-manor-sheltered-care,Unknown,(800) 558-0653,Not found
Hammond-whiting Care Center,"1000 114TH STREET, Whiting, IN 46394",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/whiting/hammond-whiting-care-center-46394,80,(800) 558-0653,https://www.seniorcare.com/nursing-homes/in/whiting/hammond-whiting-care-center/155423/
Miller Beach Terrace,"4905 Melton Road, Gary, IN 46403",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/gary/miller-beach-terrace-46403,168,(800) 558-0653,https://www.seniorcare.com/assisted-living/in/gary/miller-beach-terrace/17977/
Towne Centre,"7250 Arthur Blvd, Merrillville, IN 46410",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/merrillville/towne-centre-health-care-46410,274,(800) 558-0653,https://www.seniorcare.com/assisted-living/in/merrillville/towne-centre-assisted-living/18014/
Celebrate South Holland - CLOSED,"16300 Louis Ave, South Holland, IL 60473",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/south-holland/celebrate-south-holland-closed,171,(800) 558-0653,https://www.seniorcare.com/nursing-homes/il/south-holland/elevate-care-south-holland/145671/
Midway Pointe,"5011 W 47th St, Chicago, IL 60638",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/chicago/midway-pointe-chicago,Unknown,(800) 558-0653,Not found
Courtyard Estates of Girard,"1016 W North St, Girard, IL 62640","$3,100",Assisted Living,https://www.caring.com/senior-living/illinois/girard/courtyard-estates-of-girard,25,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/girard/courtyard-estates-of-girard/49884/
Villas of Holly Brook - Chatham,"825 East Walnut Drive, Chatham, IL 62629","$4,548",Assisted Living,https://www.caring.com/senior-living/illinois/chatham/villas-of-holly-brook-chatham,50,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/chatham/villas-of-holly-brook-chatham/49928/
Wittenberg Village,"1150 Luther Drive, Crown Point, IN 46307","$1,482",Assisted Living,https://www.caring.com/senior-living/indiana/crown-point/wittenberg-village,Unknown,(800) 558-0653,Not found
Ignite Medical Resorts Crownpoint,"1555 S Main Street, Crown Point, IN 46307",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/crown-point/ignite-medical-resorts-crownpoint,68,(800) 558-0653,https://www.seniorcare.com/nursing-homes/in/crown-point/ignite-medical-resort-crown-point-llc/155835/
River Birch Living,"4012 Cockrell Ln, Springfield, IL 62711",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/springfield/river-birch-living-62711,14,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/springfield/river-birch-living-4008-/49893/
Trustwell Living of Springfield,"2451 W. White Oaks Dr., Springfield, IL 62704","$3,650",Assisted Living,https://www.caring.com/senior-living/illinois/springfield/trustwell-living-of-springfield,68,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/springfield/trustwell-living-of-springfield/17677/
Park Place of St. John,"10700 Park Place, Saint John, IN 46373",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/saint-john/park-place-of-st-john-46373,Unknown,(800) 558-0653,Not found
Carriage Crossing of Rochester,"1121 Community Drive, Rochester, IL 62563","$4,500",Assisted Living,https://www.caring.com/senior-living/illinois/rochester/carriage-crossing-of-rochester,60,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/rochester/carriage-crossing-senior-living-rochester/58679/
Hickory Estates,"1091 E 1500 North Road, Taylorville, IL 62568",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/taylorville/hickory-estates-62568,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/taylorville/hickory-estates-of-taylorville/58697/
Centennial Pointe,"3440 Hedley Rd., Springfield, IL 62711","$3,000",Assisted Living,https://www.caring.com/senior-living/illinois/springfield/centennial-pointe,16,(800) 558-0653,Not found
Illinois Presbyterian Home,"2005 W. Lawrence, Springfield, IL 62703",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/springfield/illinois-presbyterian-home-62703,Unknown,(800) 558-0653,Not found
Springfield Supportive Living,"2034 E Clear Lake Ave, Springfield, IL 62703",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/springfield/springfield-supportive-living,Unknown,(800) 558-0653,Not found
Eastland Retirement Community,"901 Eastland Dr, Auburn, IL 62615",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/auburn/eastland-retirement-community,42,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/auburn/eastland-retirement-community/58529/
Villas Of Holly Brook & Reflections Springfield,"3401 Hedley Rd, Springfield, IL 62711",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/springfield/villas-of-holly-brook-reflections-springfield-62711,96,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/springfield/villas-of-holly-brook-springfield/58691/
River Birch Senior Living #3,"4016 Cockrell Ln, Springfield, IL 62711",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/springfield/river-birch-senior-living-3,14,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/springfield/river-birch-living-4008-/49893/
Creekside Terrace,"512 Prairie Ln, Cissna Park, IL 60924",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/cissna-park/creekside-terrace,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/tx/belton/creekside-terrace-rehabilitation/455497/
Timberlake Supportive Living,"2521 Empowerment Road, Springfield, IL 62703",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/springfield/timberlake-supportive-living,Unknown,(800) 558-0653,Not found
Cedarhurst of Springfield IL,"3520 Old Jacksonville Road, Springfield, IL 62711",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/springfield/cedarhurst-of-springfield-il,79,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/springfield/cedarhurst-of-springfield/58687/
Lake Park Residential Care,"2075 RIPLEY ST, Lake Station, IN 46405",Not available,Assisted Living,https://www.caring.com/senior-living/indiana/lake-station/lake-park-residential-care,151,(800) 558-0653,https://www.seniorcare.com/assisted-living/in/lake-station/lake-park-residential-care/17973/
Lewis Memorial Christian Village,"3400 W. Washington Street, Springfield, IL 60601",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/springfield/lewis-memorial-christian-village-60601,171,(800) 558-0653,https://www.seniorcare.com/nursing-homes/il/springfield/lewis-memorial-christian-vlg/146026/
The Outlet - Closed,"3306 S 6th Street Rd, Springfield, IL 62703",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/springfield/the-outlet-closed,Unknown,(800) 558-0653,Not found
Chatham Villas of SouthPark,"10000 S. Main St., Chatham, IL 62629",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/chatham/chatham-villas-of-southpark-62629,50,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/chatham/villas-of-south-park/58556/
Rochester Estates Senior Living,"4817 Oak Hill Road, Rochester, IL 62563","$4,495",Assisted Living,https://www.caring.com/senior-living/illinois/rochester/rochester-estates-senior-living,37,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/rochester/rochester-estates-senior-living/49945/
Taylorville Estates Inc,"705 South Houston Street, Taylorville, IL 62568",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/taylorville/taylorville-estates-inc-62568,49,(800) 558-0653,https://www.seniorcare.com/nursing-homes/il/taylorville/taylorville-care-center/145502/
Memorial Convalescent Center,"4315 MEMORIAL DRIVE, Belleville, IL 62226",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/belleville/memorial-care-center-62226,82,(800) 558-0653,Not found
River Birch Senior Living #1,"4008 Cockrell Ln, Springfield, IL 62711",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/springfield/river-birch-senior-living-1,14,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/springfield/river-birch-living-4008-/49893/
My Shepherd's Homes - CLOSED,"201 S Walnut St, Springfield, IL 62704","$5,100",Assisted Living,https://www.caring.com/senior-living/illinois/springfield/my-shepherd-s-homes-closed,Unknown,(800) 558-0653,Not found
Cedar Creek of Godfrey,"1373 D'Adrian Professional Park, Godfrey, IL 62035",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/godfrey/cedar-creek-of-godfrey,78,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/godfrey/cedar-creek-of-godfrey/49872/
Charter Senior Living of Godfrey,"1000 Airport Road, Godfrey, IL 62035",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/godfrey/charter-senior-living-of-godfrey,Unknown,(800) 558-0653,Not found
The Glenwood Supportive Living of Staunton,"18192 Renken Road, Staunton, IL 62088","$4,030",Assisted Living,https://www.caring.com/senior-living/illinois/staunton/the-glenwood-supportive-living-of-staunton,Unknown,(800) 558-0653,Not found
Saddler Residential Care,"730 Hodiamont Ave, Saint Louis, MO 63112",Not available,Assisted Living,https://www.caring.com/senior-living/missouri/saint-louis/saddler-residential-care,20,(800) 558-0653,Not found
Asbury Village,"5201 Asbury Ave., Godfrey, IL 62035","$2,335",Assisted Living,https://www.caring.com/senior-living/illinois/godfrey/asbury-village-godfrey,44,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/godfrey/asbury-village/17905/
Charles Home,"4431 S Broadway, Saint Louis, MO 63111",Not available,Assisted Living,https://www.caring.com/senior-living/missouri/saint-louis/charles-home,Unknown,(800) 558-0653,Not found
Green Acres Retirement Hope,"3338 Eminence Blvd, Saint Louis, MO 63114",Not available,Assisted Living,https://www.caring.com/senior-living/missouri/saint-louis/green-acres-retirement-hope,Unknown,(800) 558-0653,Not found
Gamour Manor Iii,"4641 Washington Blvd, Saint Louis, MO 63108",Not available,Assisted Living,https://www.caring.com/senior-living/missouri/saint-louis/gamour-manor-iii,Unknown,(800) 558-0653,Not found
The Gables at Brady Circle,"11 Brady Circle, St. Louis, MO 63114","$4,000",Assisted Living,https://www.caring.com/senior-living/missouri/st-louis/the-gables-at-brady-circle-st-louis,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/mo/st-louis/the-gables-at-brady-circle/53518/
The Gables At Brady Circle,"Eleven Brady Cir, Saint Louis, MO 63114",Not available,Assisted Living,https://www.caring.com/senior-living/missouri/saint-louis/the-gables-at-brady-circle,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/mo/st-louis/the-gables-at-brady-circle/53518/
Manresa House,"1745 Charbonier Rd, Florissant, MO 63031",Not available,Assisted Living,https://www.caring.com/senior-living/missouri/florissant/manresa-house,Unknown,(800) 558-0653,Not found
The Villa at Riverwood,"1 Pratt Place, Florissant, MO 63031","$2,279",Assisted Living,https://www.caring.com/senior-living/missouri/florissant/the-villa-at-riverwood-63031-1,Unknown,(800) 558-0653,Not found
The Central Residence,"5143 WATERMAN BOULEVARD, Saint Louis, MO 63108",Not available,Assisted Living,https://www.caring.com/senior-living/missouri/saint-louis/the-central-residence,41,(800) 558-0653,https://www.seniorcare.com/assisted-living/mo/st-louis/the-central-residence/31440/
Apartment Community of Our Lady of the Snows,"726 Community Dr, Belleville, IL 62223",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/belleville/apartment-community-of-our-lady-of-the-snows,Unknown,(800) 558-0653,Not found
St. Andrew's Assisted Living of Bridgeton,"11325 St. Charles Rock Road, Bridgeton, MO 63044","$4,933",Assisted Living,https://www.caring.com/senior-living/missouri/bridgeton/st-andrew-s-assisted-living-of-bridgeton-bridgeton,35,(800) 558-0653,https://www.seniorcare.com/assisted-living/mo/bridgeton/st-andrew-s-assisted-living-of-bridgeton/31382/
Belle Manor,"225 W B St, Belleville, IL 62220",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/belleville/belle-manor,Unknown,(800) 558-0653,Not found
St Ann Assisted Living Residence,"10441 International Plaza Dr, Saint Ann, MO 63074",Not available,Assisted Living,https://www.caring.com/senior-living/missouri/saint-ann/st-ann-assisted-living-residence-63074,40,(800) 558-0653,https://www.seniorcare.com/assisted-living/mo/st-ann/st-ann-assisted-living-center/31407/
Autumn View Gardens - St. Louis,"11210 Schuetz Rd., Saint Louis, MO 63146","$4,330",Assisted Living,https://www.caring.com/senior-living/missouri/saint-louis/autumn-view-gardens-st-louis,110,(800) 558-0653,https://www.seniorcare.com/assisted-living/mo/st-louis/autumn-view-gardens-at-schuetz-road/31315/
Bliss Manor,"2929 Lafayette Ave, Saint Louis, MO 63104",Not available,Assisted Living,https://www.caring.com/senior-living/missouri/saint-louis/bliss-manor-saint-louis,Unknown,(800) 558-0653,Not found
Evergreen Senior Living,"4825 E. Evergreen Court, Decatur, IL 62521",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/decatur/evergreen-senior-living-decatur,46,(800) 558-0653,Not found
St. Patrick Apartments I,"555 Bluff Parks, Florissant, MO 63031",Not available,Assisted Living,https://www.caring.com/senior-living/missouri/florissant/st-patrick-apartments-i,Unknown,(800) 558-0653,Not found
New Heights Residential Care,"3409 MISSOURI, Saint Louis, MO 63118",Not available,Assisted Living,https://www.caring.com/senior-living/missouri/saint-louis/new-heights-residential-care,30,(800) 558-0653,Not found
"Meadows Of Franklin Grove, The","510 N. State Street, Franklin Grove, IL 61031",Not available,Assisted Living,https://www.caring.com/senior-living/illinois/franklin-grove/meadows-of-franklin-grove-the-61031,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/franklin-grove/the-meadows-of-franklin-grove/58584/
Love Of God Fellowship,"5921 Minerva Ave, Saint Louis, MO 63112",Not available,Assisted Living,https://www.caring.com/senior-living/missouri/saint-louis/love-of-god-fellowship,Unknown,(800) 558-0653,Not found
Randall Residence of Decatur,"1415 W. Mound Rd., Decatur, IL 62526","$2,325",Assisted Living,https://www.caring.com/senior-living/illinois/decatur/randall-residence-of-decatur,55,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/decatur/randall-residence-of-decatur/17793/
Liberty Court,"124 Liberty Ct, Dixon, IL 61021","$4,200",Assisted Living,https://www.caring.com/senior-living/illinois/dixon/liberty-court,36,(800) 558-0653,https://www.seniorcare.com/assisted-living/il/dixon/liberty-court/49862/
