Facility name,Full Address,Starting Price,Facility Type,Facility Page URL,Number of beds estimated,Phone number,source
Young at Heart Senior Care Home,"204 Electra Dr, Hot Springs, AR 71913","$5,000",Assisted Living,https://www.caring.com/senior-living/arkansas/hot-springs/young-at-heart-senior-care-home,Unknown,(800) 558-0653,Not found
Southern Meadows Senior Living,"715 West 6th Street, Mountain Home, AR 72653","$4,300",Assisted Living,https://www.caring.com/senior-living/arkansas/mountain-home/southern-meadows-senior-living,Unknown,(800) 558-0653,Not found
Watermark at San Ramon,"12720 Alcosta Blvd, San Ramon, CA 94583","$5,695",Assisted Living,https://www.caring.com/senior-living/california/san-ramon/watermark-at-san-ramon,Unknown,(800) 558-0653,Not found
Whispering Knoll,"6812 S Hazel St, Pine Bluff, AR 71603",Not available,Assisted Living,https://www.caring.com/senior-living/arkansas/pine-bluff/whispering-knoll-71603,Unknown,(800) 558-0653,Not found
"The Carlisle, Ivy Signature Living","1450 Post Street, San Francisco, CA 94109","$7,095",Assisted Living,https://www.caring.com/senior-living/california/san-francisco/the-carlisle-ivy-signature-living,Unknown,(800) 558-0653,Not found
"Pathfinder, Inc. Howell Complex","415 Mulberry St, Jacksonville, AR 72076",Not available,Assisted Living,https://www.caring.com/senior-living/arkansas/jacksonville/pathfinder-inc-howell-complex,Unknown,(800) 558-0653,Not found
Heritage Park,"843 Jefferson Court, San Mateo, CA 94401","$6,000",Assisted Living,https://www.caring.com/senior-living/california/san-mateo/heritage-park-94401,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/heritage-home/6551/
Sagebrook Senior Living,"2750 Geary Blvd, San Francisco, CA 94118","$5,795",Assisted Living,https://www.caring.com/senior-living/california/san-francisco/sagebrook-senior-living,Unknown,(800) 558-0653,Not found
Heritage Inn,"835 Jefferson Court, San Mateo, CA 94401","$6,500",Assisted Living,https://www.caring.com/senior-living/california/san-mateo/heritage-inn-94401-2,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/heritage-home/6551/
Peace of Mind Elderly Care,"3060 Airport Rd, Pearcy, AR 71964",Not available,Assisted Living,https://www.caring.com/senior-living/arkansas/pearcy/peace-of-mind-elderly-care-pearcy,Unknown,(800) 558-0653,Not found
West Shores,"2607 Albert Pike, Hot Springs, AR 71913","$2,399",Assisted Living,https://www.caring.com/senior-living/arkansas/hot-springs/west-shores-senior-living-community-71913,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ar/hot-springs/west-shores/54777/
Ima Pascua Corporation,"1735 Alray Dr, Concord, CA 94519","$6,000",Assisted Living,https://www.caring.com/senior-living/california/concord/ima-pascua-corporation,Unknown,(800) 558-0653,Not found
Golden Manor of San Bruno,"2045 Sea Cliff Way, San Bruno, CA 94066","$5,500",Assisted Living,https://www.caring.com/senior-living/california/san-bruno/golden-manor-of-san-bruno-94066,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-bruno/golden-manor-of-san-bruno/6113/
Grina's Home,"1424 Sanchez Ave, Burlingame, CA 94080","$5,000",Assisted Living,https://www.caring.com/senior-living/california/burlingame/grinas-home,Unknown,(800) 558-0653,Not found
Pinehill,"801 Rose Avenue, Mountain View, CA 94040",Not available,Assisted Living,https://www.caring.com/senior-living/california/mountain-view/pinehill-94040,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/mountain-view/pinehill/8630/
Vanessa Care Home II,"1640 Eleanor Dr, San Mateo, CA 94402","$6,000",Assisted Living,https://www.caring.com/senior-living/california/san-mateo/vanessa-care-home-ii-san-mateo,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/vanessa-care-home-ii/10408/
BlueGarden Care,"2729 Marsh Drive, San Ramon, CA 94583",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-ramon/carolina-living-94583,Unknown,(800) 558-0653,Not found
Abraham Care Home - Bancroft,"1095 Bancroft Court, Walnut Creek, CA 94598",Not available,Assisted Living,https://www.caring.com/senior-living/california/walnut-creek/abraham-care-home-bancroft-94598,Unknown,(800) 558-0653,Not found
Westborough Manor 5,"2581 Eucalyptus Way, San Bruno, CA 94066",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-bruno/westborough-manor-5-94066,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-bruno/westborough-manor-5/52883/
Almabella Manor II,"841 Roleen Drive, Vallejo, CA 94589",Not available,Assisted Living,https://www.caring.com/senior-living/california/vallejo/almabella-manor-ii,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/vallejo/almabella-manor/3217/
BlueMeadow Care,"3262  Montevideo Drive, San Ramon, CA 94583",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-ramon/bluemeadow-care,Unknown,(800) 558-0653,Not found
Angels Touch Care Home,"1653 Swallow Way, Hercules, CA 94547",Not available,Assisted Living,https://www.caring.com/senior-living/california/hercules/angels-touch-care-home,Unknown,(800) 558-0653,Not found
BlueMeadow Care,"3262 Montevideo Drive, San Ramon, CA 94583",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-ramon/bluemeadow-care-san-ramon-94583,Unknown,(800) 558-0653,Not found
Westborough Manor 6,"2550 Catalpa Way, San Bruno, CA 94066",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-bruno/westborough-manor-6,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-bruno/westborough-manor-6/52884/
Judy's Homes For The Elderly,"151 28th Ave, San Mateo, CA 94403",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-mateo/judy-s-homes-for-the-elderly-94403,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/judy-s-homes-for-the-elderly/7002/
Julie's Care Home,"1363 5th Ave, San Francisco, CA 94122",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-francisco/julie-s-care-home-san-francisco-94122,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-francisco/julie-s-care-home/7008/
The Avenue,"1035 Van Ness Avenue, San Francisco, CA 94109",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-francisco/the-avenue-94109,Unknown,(800) 558-0653,Not found
Greenwood Assisted Living,"233 West End Avenue, San Rafael, CA 94901","$5,500",Assisted Living,https://www.caring.com/senior-living/california/san-rafael/greenwood-assisted-living-san-rafael,Unknown,(800) 558-0653,Not found
George Anne Home,"849 North Delaware, San Mateo, CA 94401",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-mateo/george-anne-home,Unknown,(800) 558-0653,Not found
Janet'S Residential Facility For The Elderly,"2970 25Th Avenue, San Francisco, CA 94132",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-francisco/janets-residential-facility-for-the-elderly-94132,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-francisco/janet-s-residential-facility-for-the-elderly/6891/
"Comforting Hands Forever,Llc","73 Golden Hinde Blvd, San Rafael, CA 94903",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-rafael/comforting-hands-forever-llc-san-rafael,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-rafael/comforting-hands-forever-llc/51338/
Merrill Gardens at Lafayette,"1010 Second Street, Lafayette, CA 94549",Not available,Assisted Living,https://www.caring.com/senior-living/california/lafayette/merrill-gardens-at-lafayette-94549,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/lafayette/merrill-gardens-at-lafayette/52074/
Villa Siena,"1855 Miramonte Avenue, Mountain View, CA 94040",Not available,Assisted Living,https://www.caring.com/senior-living/california/mountain-view/villa-siena-94040,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/ca/mountain-view/villa-siena/5A364/
The Terraces at Los Altos,"373 Pine Ln, Los Altos, CA 94022",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-altos/the-terraces-at-los-altos-los-altos-94022,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/ca/los-altos/the-terraces-at-los-altos-health-facility/55210/
San Francisco Campus for Jewish Living,"302 Silver Ave, San Francisco, CA 94112",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-francisco/san-francisco-campus-for-jewish-living,Unknown,(800) 558-0653,Not found
San Bruno Care Home,"1382 Williams Avenue, San Bruno, CA 94066",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-bruno/san-bruno-care-home,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-bruno/san-bruno-care-home/52476/
Villa Marin,"100 Thorndale Drive, San Rafael, CA 94903",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-rafael/villa-marin-94903,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/ca/san-rafael/villa-marin/555227/
Monteverde Manor II,"2640 Muirfield Circle, San Bruno, CA 94066",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-bruno/monteverde-manor-ii,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-bruno/monteverde-manor/7952/
Lane Partners LLC,"644 Menlo Avenue, Menlo Park, CA 94025",Not available,Assisted Living,https://www.caring.com/senior-living/california/menlo-park/lane-partners-llc,Unknown,(800) 558-0653,Not found
Aegis of San Francisco,"2280 Gellert Boulevard, South San Francisco, CA 94080",Not available,Assisted Living,https://www.caring.com/senior-living/california/south-san-francisco/aegis-of-san-francisco,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/south-san-francisco/aegis-assisted-living-of-san-francisco/3100/
Smith Ranch Skilled Nursing and Rehab,"1550 Silveira Parkway, San Rafael, CA 94903",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-rafael/smith-ranch-skilled-nursing-and-rehab,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/ca/san-rafael/smith-ranch-skilled-nursing-rehabilitation-cente/555595/
Mills-Peninsula Skilled Nursing,"1609 Trousdale Drive, Burlingame, CA 94010",Not available,Assisted Living,https://www.caring.com/senior-living/california/burlingame/mills-peninsula-skilled-nursing-94010,Unknown,(800) 558-0653,https://www.seniorcare.com/adult-day-care/ca/burlingame/mills-peninsula-sr-focus-adhc/702/
"Mercy Care Home-Savannah, Llc","863 Savannah Circle, Walnut Creek, CA 94598",Not available,Assisted Living,https://www.caring.com/senior-living/california/walnut-creek/mercy-care-home-savannah-llc-walnut-creek,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/walnut-creek/mercy-care-home-savannah/7800/
Casa Alice Care Home,"809 Alice Avenue, Mountain View, CA 94040",Not available,Assisted Living,https://www.caring.com/senior-living/california/mountain-view/casa-alice-care-home-94040-5,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/mountain-view/casa-alice-care-home/51234/
Silver Years Care Home For Seniors #1,"993 Oak Grove Road, Concord, CA 94518",Not available,Assisted Living,https://www.caring.com/senior-living/california/concord/silver-years-care-home-for-seniors-1-concord,Unknown,(800) 558-0653,Not found
Sunvill Board And Care II,"771 Camaritas Avenue, South San Francisco, CA 94080",Not available,Assisted Living,https://www.caring.com/senior-living/california/south-san-francisco/sunvill-board-and-care-ii,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/south-san-francisco/sunvill-board-and-care-home/10067/
Beatitudes Mission Home,"1000 El Capitan Drive, Danville, CA 94526",Not available,Assisted Living,https://www.caring.com/senior-living/california/danville/beatitudes-mission-home,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/danville/beatitudes-mission-home-danville/3837/
Avelina Francisca Care Home,"129 Pacer Drive, Vallejo, CA 94591",Not available,Assisted Living,https://www.caring.com/senior-living/california/vallejo/avelina-francisca-care-home-94591,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/vallejo/avelina-francisca-care-home-iv/3763/
Queens Care Home Llc,"3200 De Anza Pl, San Ramon, CA 94583",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-ramon/queens-care-home-llc-san-ramon,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-ramon/queens-care-home/8798/
Rose'S Quality Care Home,"One Roosevelt Avenue, San Rafael, CA 94903",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-rafael/roses-quality-care-home-94903,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-rafael/rose-s-quality-care-home/9094/
Apple Tree Home Care,"716 North Humboldt Street, San Mateo, CA 94401",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-mateo/apple-tree-home-care-san-mateo,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/apple-tree-home-care/3516/
Cape Community Care,"3923 Wilshire Avenue, San Mateo, CA 94403",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-mateo/cape-community-care-san-mateo,Unknown,(800) 558-0653,Not found
Olympic Home,"2415 Olympic Drive, South San Francisco, CA 94080",Not available,Assisted Living,https://www.caring.com/senior-living/california/south-san-francisco/olympic-home,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/south-san-francisco/olympic-residential-care-home/8325/
Irene Swindells Center for Adult Day Services,"3698 California Street, San Francisco, CA 94118",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-francisco/irene-swindells-center-for-adult-day-services,Unknown,(800) 558-0653,https://www.seniorcare.com/adult-day-care/ca/san-francisco/irene-swindells-center-for-adult-day-services/604/
Aurora'S Residential Care Home,"1827 Silliman Street, San Francisco, CA 94134",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-francisco/aurora-s-residential-care-home,Unknown,(800) 558-0653,Not found
Home At Crestmoor,"2600 Plymouth Way, San Bruno, CA 94066",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-bruno/home-at-crestmoor-san-bruno,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-bruno/home-at-crestmoor/6670/
Sunny Days Care,"3133 Kittery Ave, San Ramon, CA 94583",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-ramon/sunny-days-care-san-ramon,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-ramon/sunny-days-care/9896/
Manalo'S Board & Care Ii,"808 Byron Drive, South San Francisco, CA 94080",Not available,Assisted Living,https://www.caring.com/senior-living/california/south-san-francisco/manalo-s-board-care-ii,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/south-san-francisco/manalo-s-board-care-ii/7591/
Jba Residential Care,"2585 Ardee Ln, South San Francisco, CA 94080",Not available,Assisted Living,https://www.caring.com/senior-living/california/south-san-francisco/jba-residential-care,Unknown,(800) 558-0653,Not found
Retirement Plus Of San Carlos,"612 Chestnut Street, San Carlos, CA 94070",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-carlos/retirement-plus-of-san-carlos-san-carlos,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-carlos/retirement-plus-of-san-carlos/8945/
Enchanted Garden For Seniors,"188 Starlite Drive, San Mateo, CA 94402",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-mateo/enchanted-garden-for-seniors-san-mateo,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/enchanted-garden-for-seniors/5451/
Bretano House 1,"665 Rosal Way, San Rafael, CA 94903",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-rafael/bretano-house-1-san-rafael,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-rafael/bretano-house-1/51122/
Delia's Retirement Home,"52 Arlington Drive, South San Francisco, CA 94080",Not available,Assisted Living,https://www.caring.com/senior-living/california/south-san-francisco/delias-retirement-home-94080,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/south-san-francisco/delia-s-retirement-home/51431/
Oiko's Care Home,"2311 Tipperary Ave, South San Francisco, CA 94080",Not available,Assisted Living,https://www.caring.com/senior-living/california/south-san-francisco/oiko-s-care-home,Unknown,(800) 558-0653,Not found
"Turnberry Care Provider, Inc.","2580 Turnberry Drive, San Bruno, CA 94066",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-bruno/turnberry-care-provider-inc-san-bruno,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-bruno/turnberry-care-provider/10309/
"Haven Of Walnut Creek, Llc, The","560 Dover Drive, Walnut Creek, CA 94598",Not available,Assisted Living,https://www.caring.com/senior-living/california/walnut-creek/haven-of-walnut-creek-llc-the,Unknown,(800) 558-0653,Not found
Family Affair Care Home,"264 Southcliff Ave., South San Francisco, CA 94080",Not available,Assisted Living,https://www.caring.com/senior-living/california/south-san-francisco/family-affair-care-home-94080,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/south-san-francisco/family-affair-care-home/5624/
Emmaus Care Home - Foster City,"513 Broughton Lane, Foster City, CA 94404",Not available,Assisted Living,https://www.caring.com/senior-living/california/foster-city/emmaus-care-home-foster-city,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/foster-city/emmaus-care-home/5447/
Landana Care Home,"122 Landana Street, American Canyon, CA 94503",Not available,Assisted Living,https://www.caring.com/senior-living/california/american-canyon/landana-care-home-american-canyon,Unknown,(800) 558-0653,Not found
A Loving Touch Care Home Ii,"310 Golden Hind Passage, Corte Madera, CA 94925",Not available,Assisted Living,https://www.caring.com/senior-living/california/corte-madera/a-loving-touch-care-home-ii-corte-madera,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/corte-madera/a-loving-touch-care-home-ii/50764/
Chad Corner Assisted Living,"2901 Shannon Dr, South San Francisco, CA 94080",Not available,Assisted Living,https://www.caring.com/senior-living/california/south-san-francisco/chad-corner-assisted-living-south-san-francisco,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/south-san-francisco/chad-corner-assisted-living/4543/
Mae Bea Andrews Boarding Care,"1739 Newcomb Ave, San Francisco, CA 94124",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-francisco/mae-bea-andrews-boarding-care,Unknown,(800) 558-0653,Not found
American Canyon Villa,"39 Via Marciana, American Canyon, CA 94503",Not available,Assisted Living,https://www.caring.com/senior-living/california/american-canyon/american-canyon-villa-american-canyon,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/american-canyon/american-canyon-villa/3319/
Bay Care Assisted Living LLC,"2352 Shannon Avenue, San Pablo, CA 94806",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-pablo/bay-care-assisted-living-llc,Unknown,(800) 558-0653,Not found
Farol'S Manor #2,"2242 48Th Avenue, San Francisco, CA 94116",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-francisco/farol-s-manor-2-san-francisco,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/daly-city/farol-s-manor/51585/
"Quality Care Homes, Llc 1","801 - 38Th Avenue, San Francisco, CA 94121",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-francisco/quality-care-homes-llc-1-san-francisco,Unknown,(800) 558-0653,Not found
Rowena'S Homecare,"3116 Joann Dr, Richmond, CA 94806",Not available,Assisted Living,https://www.caring.com/senior-living/california/richmond/rowena-s-homecare,Unknown,(800) 558-0653,Not found
R & N Middleton Residential Care # 5,"2203 Tice Valley Blvd., Walnut Creek, CA 94595",Not available,Assisted Living,https://www.caring.com/senior-living/california/walnut-creek/r-n-middleton-residential-care-5-walnut-creek,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/walnut-creek/r-n-middleton-residential-care-1/8805/
"Quality Care Homes, Llc 2","757 - 44Th Avenue, San Francisco, CA 94121",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-francisco/quality-care-homes-llc-2-san-francisco,Unknown,(800) 558-0653,Not found
Park Plaza Rest Home Ii,"620 S 49Th Street, Richmond, CA 94804",Not available,Assisted Living,https://www.caring.com/senior-living/california/richmond/park-plaza-rest-home-ii-richmond,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/richmond/park-plaza-rest-home-ii/52317/
A & E Home Care Services,"1615 Dix Street, San Mateo, CA 94401",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-mateo/a-e-home-care-services-san-mateo,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/a-e-home-care-services/50793/
Amazing Home,"17 Jody Ct, San Mateo, CA 94402",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-mateo/amazing-home-san-mateo,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/amazing-home/3296/
Capra House Care Home,"779 Park Way, South San Francisco, CA 94080",Not available,Assisted Living,https://www.caring.com/senior-living/california/south-san-francisco/capra-house-care-home-south-san-francisco,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/south-san-francisco/capra-house-care-home/4316/
Gonzales Home II,"3645 Fleetwood Drive, San Bruno, CA 94066","$4,000",Assisted Living,https://www.caring.com/senior-living/california/san-bruno/gonzales-home-ii,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-bruno/gonzales-home/6205/
Cortez Home,"1799 Shoreview Avenue, San Mateo, CA 94401",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-mateo/cortez-home-san-mateo,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/cortez-home/4797/
California Pacific Medical Ctr - St. Luke's Campus,"3555 Cesar Chavez Street, San Francisco, CA 94110",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-francisco/california-pacific-medical-ctr-st-luke-s-campus,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/ca/san-francisco/california-pacific-medical-ctr-davies-campus-hosp/56245/
Monteverde Manor Iii,"2650 Edison Street, San Mateo, CA 94403",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-mateo/monteverde-manor-iii-san-mateo,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/monteverde-manor-iii/7954/
Park Avenue Care Home,"1616 Eleanor Drive, San Mateo, CA 94402","$3,000",Assisted Living,https://www.caring.com/senior-living/california/san-mateo/park-avenue-care-home-94402,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/park-avenue-care-home-2/8503/
Springtime Residence,"2752 Mohawk Circle, San Ramon, CA 94583","$5,500",Assisted Living,https://www.caring.com/senior-living/california/san-ramon/springtime-residence,Unknown,(800) 558-0653,Not found
Efe Canyon Care 2,"1088 Donaldson Way, American Canyon, CA 94503",Not available,Assisted Living,https://www.caring.com/senior-living/california/american-canyon/efe-canyon-care-2-american-canyon,Unknown,(800) 558-0653,Not found
New Life Residence,"976 Norton Street, San Mateo, CA 94401","$4,500",Assisted Living,https://www.caring.com/senior-living/california/san-mateo/new-life-residence-94401,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/new-life-residence/8135/
Crossroads Residential Care,"9 Crystal Street, San Francisco, CA 94112",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-francisco/crossroads-residential-care,Unknown,(800) 558-0653,https://www.seniorcare.com/home-care/ca/san-francisco/crossroads-home-health-hospice/8919/
Social Vocational Services - Rocca Home,"570 Rocca, South San Francisco, CA 94080",Not available,Assisted Living,https://www.caring.com/senior-living/california/south-san-francisco/social-vocational-services-rocca-home,Unknown,(800) 558-0653,https://www.seniorcare.com/adult-day-care/ca/south-san-francisco/social-vocational-services-inc-/952/
Auswill Care Home,"1290 Ribbon Street, Foster City, CA 94404","$4,500",Assisted Living,https://www.caring.com/senior-living/california/foster-city/auswill-care-home-94404-2,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/foster-city/auswill-care-home/3723/
Danville Village Assisted Living,"344 Diablo Rd, Danville, CA 94526",Not available,Assisted Living,https://www.caring.com/senior-living/california/danville/danville-village-assisted-living154524,Unknown,(800) 558-0653,Not found
Villa Carmen,"2800 Shannon Drive, South San Francisco, CA 94080",Not available,Assisted Living,https://www.caring.com/senior-living/california/south-san-francisco/villa-carmen,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/south-san-francisco/villa-carmen/10492/
Emerald Residential Care Home,"1749 Newbridge Avenue, San Mateo, CA 94401",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-mateo/emerald-residential-care-home-san-mateo,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/emerald-residential-care-home/51521/
Heritage Home,"304 22nd Avenue, San Mateo, CA 94403",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-mateo/heritage-home-94403,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/heritage-home/6551/
Sacred Heart Care Home I,"1509 Rio Grande Street, American Canyon, CA 94503",Not available,Assisted Living,https://www.caring.com/senior-living/california/american-canyon/sacred-heart-care-home-i,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/beaumont/sacred-heart-home-for-elderly/9180/
Crystal Springs Care Home,"265 Acacia Avenue, San Bruno, CA 94066","$3,000",Assisted Living,https://www.caring.com/senior-living/california/san-bruno/crystal-springs-care-home-94066,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-bruno/crystal-springs-care-home/4949/
Heritage Place,"152 24th Avenue, San Mateo, CA 94403",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-mateo/heritage-place-94403,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/heritage-home/6551/
Stephanie Draper House,"51 San Pablo Avenue, San Rafael, CA 94903",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-rafael/stephanie-draper-house,Unknown,(800) 558-0653,Not found
The Leonard on Beverly,"8070 Beverly Blvd, Los Angeles, CA 90048","$7,500",Assisted Living,https://www.caring.com/senior-living/california/los-angeles/the-leonard-on-beverly,Unknown,(800) 558-0653,Not found
Karo Mina Care Home,"2866 Laramie Ave, San Ramon, CA 94583",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-ramon/karo-mina-care-home-san-ramon,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-ramon/karo-mina-care-home/7041/
Casa Royale,"1441 Royal Avenue, San Mateo, CA 94401",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-mateo/casa-royale,Unknown,(800) 558-0653,Not found
1st Class Board and Care,"9524 Encino Ave, Northridge, CA 91325","$4,500",Assisted Living,https://www.caring.com/senior-living/california/northridge/1st-class-board-and-care,Unknown,(888) 864-8318,Not found
Cottages of the Oaks - Dovetail,"5990 Dovetail Drive, Agoura Hills, CA 91301",Not available,Assisted Living,https://www.caring.com/senior-living/california/agoura-hills/cottages-of-the-oaks-dovetail-91301,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/thousand-oaks/cottages-of-the-oaks/4808/
Sonora Senior Living - CLOSED,"18760 Chabroullian Lane, Jamestown, CA 95327",Not available,Assisted Living,https://www.caring.com/senior-living/california/jamestown/sonora-senior-living-closed,Unknown,(800) 558-0653,Not found
Meadowbrook Senior Living at Agoura Hills,"5217 Chesebro Rd., Agoura Hills, CA 91301","$5,170",Assisted Living,https://www.caring.com/senior-living/california/agoura-hills/meadowbrook-senior-living-at-agoura-hills,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/agoura-hills/meadowbrook-at-agoura-hills/52045/
Breath of Sunshine Plus,"17546 Cantara St, Northridge, CA 91325","$3,000",Assisted Living,https://www.caring.com/senior-living/california/northridge/breath-of-sunshine-plus,Unknown,(855) 956-5317,Not found
Oakmont of Simi Valley,"3110 Royal Ave, Simi Valley, CA 93065","$3,995",Assisted Living,https://www.caring.com/senior-living/california/simi-valley/oakmont-of-simi-valley,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/simi-valley/simi-home/9532/
