Facility name,Full Address,Starting Price,Facility Type,Facility Page URL,Number of beds estimated,Phone number,source
Windsor House C& D,"1735 Belmont Ave, Youngstown, OH 44504",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/youngstown/windsor-house-c-d,58,(800) 558-0653,https://www.seniorcare.com/nursing-homes/oh/youngstown/windsor-health-care-center/365460/
Levy Gardens,"584 granada avenue, Youngstown, OH 44505",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/youngstown/levy-gardens-44505,30,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/youngstown/levy-gardens/36092/
Liberty Arms Assisted Living,"1353 Churchill Hubbard Rd., Youngstown, OH 44505","$2,500",Assisted Living,https://www.caring.com/senior-living/ohio/youngstown/liberty-arms-assisted-living,87,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/youngstown/liberty-arms-assisted-living-facility/36093/
Maplewood at Cuyahoga Falls,"190 West Bath Road, Cuyahoga Falls, OH 44223","$5,850",Assisted Living,https://www.caring.com/senior-living/ohio/cuyahoga-falls/maplewood-at-cuyahoga-falls-44223,84,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/cuyahoga-falls/maplewood-at-cuyahoga-falls/59787/
The Inn at Christine Valley,"3150 South Schenley, Youngstown, OH 44511",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/youngstown/the-inn-at-christine-valley-youngstown,55,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/youngstown/the-inn-at-christine-valley/36049/
Glenwood Care and Rehabilitation,"836 34th Street, NW, Canton, OH 44709",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/canton/glenwood-care-and-rehabilitation,99,(800) 558-0653,https://www.seniorcare.com/nursing-homes/oh/canton/glenwood-care-and-rehabilitation/366095/
The Inn at Walker Mill,"8060 South Avenue, Boardman, OH 44512",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/boardman/the-inn-at-walker-mill,65,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/youngstown/the-inn-at-walker-mill/35916/
Ridgewood At Shenango Valley,"ONE ELSTON WAY, Hermitage, PA 16148",Not available,Assisted Living,https://www.caring.com/senior-living/pennsylvania/hermitage/ridgewood-at-shenango-valley,52,(800) 558-0653,https://www.seniorcare.com/assisted-living/pa/hermitage/ridgewood-at-shenango-valley/38192/
Heritage of Euclid,"1 Gateway, Euclid, OH 44119","$5,000",Assisted Living,https://www.caring.com/senior-living/ohio/euclid/heritage-of-euclid-euclid,75,(800) 558-0653,Not found
Rhodes Estates,"318 Rhodes, New Castle, PA 16101",Not available,Assisted Living,https://www.caring.com/senior-living/pennsylvania/new-castle/rhodes-estates-16101-2,124,(800) 558-0653,https://www.seniorcare.com/assisted-living/pa/new-castle/rhodes-estates/38184/
Park Vista of Youngstown,"1216 5th Ave, Youngstown, OH 44504",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/youngstown/park-vista-of-youngstown,128,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/youngstown/park-vista-assisted-living-by-mcare-health/36181/
Ethel Searles,"480 Lora Ave, Youngstown, OH 44504",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/youngstown/ethel-searles,Unknown,(800) 558-0653,Not found
Light of Hearts Villa,"283 union street, Bedford, OH 44146","$1,785",Assisted Living,https://www.caring.com/senior-living/ohio/bedford/light-of-hearts-villa-44146,109,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/bedford/light-of-hearts-villa/36100/
Cedar Manor,"2593 Benjamin Franklin Hwy, Edinburg, PA 16116",Not available,Assisted Living,https://www.caring.com/senior-living/pennsylvania/edinburg/cedar-manor,32,(800) 558-0653,https://www.seniorcare.com/assisted-living/pa/edinburg/cedar-manor/37361/
StoryPoint Shaker Heights,"17000 Van Aken Blvd, Shaker Heights, OH 44120","$4,500",Assisted Living,https://www.caring.com/senior-living/ohio/shaker-heights/storypoint-shaker-heights,123,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/shaker-heights/storypoint-shaker-heights/59935/
Glenellen Senior Suites & Villas Lakeside,"9661 Market St, North Lima, OH 44452",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/north-lima/glenellen-senior-suites-villas-lakeside,136,(800) 558-0653,Not found
Vitalia Senior Residences at Montrose,"4041 Heritage Center Drive, Copley, OH 44321","$2,620",Assisted Living,https://www.caring.com/senior-living/ohio/copley/vitalia-senior-residences-at-montrose,79,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/akron/vitalia-active-adult-community-at-montrose/59785/
Heritage Crossing,"251 N Cleveland Massillon Rd, Akron, OH 44333","$3,650",Assisted Living,https://www.caring.com/senior-living/ohio/akron/heritage-crossing,112,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/akron/heritage-crossing-senior-living-and-memory-care/53244/
Royalton Reserve,"12799 Doula Ln, North Royalton, OH 44133","$3,900",Assisted Living,https://www.caring.com/senior-living/ohio/north-royalton/royalton-reserve,Unknown,(800) 558-0653,Not found
Windhaven House Inc,"1012 glenwood avenue, Youngstown, OH 44502",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/youngstown/windhaven-house-inc-44502,30,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/youngstown/windhaven-house/36382/
StoryPoint Medina,"122 Medina Rd., Medina, OH 44256","$3,500",Assisted Living,https://www.caring.com/senior-living/ohio/medina/storypoint-medina,79,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/medina/storypoint-medina/59881/
The Assumption Village,"9800 Market St, North Lima, OH 44452",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/north-lima/the-assumption-village,150,(800) 558-0653,https://www.seniorcare.com/nursing-homes/oh/north-lima/aventura-at-assumption-village/365783/
Clen-Moore Place,"22 West Clen Moore Boulevard, New Castle, PA 16105",Not available,Assisted Living,https://www.caring.com/senior-living/pennsylvania/new-castle/clen-moore-place,Unknown,(800) 558-0653,Not found
Austintown Studio Apartments,"850 N Meridian Rd, Youngstown, OH 44509",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/youngstown/austintown-studio-apartments,26,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/youngstown/austintown-healthcare-center/36145/
Sunrise of Cuyahoga Falls,"1500 State Road, Cuyahoga Falls, OH 44223","$4,773",Assisted Living,https://www.caring.com/senior-living/ohio/cuyahoga-falls/sunrise-of-cuyahoga-falls-44223,75,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/cuyahoga-falls/sunrise-of-cuyahoga-falls/36309/
Community Commons,"1320 Mahoning Avenue Nw, Warren, OH 44483",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/warren/community-commons-44483,44,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/warren/community-commons/35919/
Brooklyn Pointe Assisted Living & Memory Care,"4800 Idlewood Dr, Cleveland, OH 44144","$4,600",Assisted Living,https://www.caring.com/senior-living/ohio/cleveland/brooklyn-pointe-assisted-living-memory-care,100,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/brooklyn/brooklyn-pointe/59734/
Marian Living Center,"9800 Market St, North Lima, OH 44452",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/north-lima/marian-living-center-44452,124,(800) 558-0653,Not found
Vista Springs Quail Highlands,"7960 Auburn Rd, Painesville, OH 44077","$3,750",Assisted Living,https://www.caring.com/senior-living/ohio/painesville/vista-springs-quail-highlands,130,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/painesville/vista-springs-quail-highlands/59782/
Ohio Living Lake Vista,"303 N. Mecca St. (Rt. 46), Cortland, OH 44410",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/cortland/ohio-living-lake-vista,57,(800) 558-0653,https://www.seniorcare.com/nursing-homes/oh/cortland/ohio-living-lake-vista/366339/
Cedar Living at Mayfield Heights,"30091 Cedar Road, Mayfield Heights, OH 44124","$4,500",Assisted Living,https://www.caring.com/senior-living/ohio/mayfield-heights/cedar-living-at-mayfield-heights,99,(888) 547-2037,https://www.seniorcare.com/assisted-living/oh/mayfield-heights/cedar-living-at-mayfield-heights/59877/
Marymount Place,"5100 Marymount Village Dr., Garfield Heights, OH 44125","$3,060",Assisted Living,https://www.caring.com/senior-living/ohio/garfield-heights/marymount-place-garfield-heights,104,(800) 558-0653,Not found
Brookdale Montrose,"100 Brookmont Road, Akron, OH 44333","$2,850",Assisted Living,https://www.caring.com/senior-living/ohio/akron/brookdale-montrose,69,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/akron/brookdale-montrose/35903/
Vitalia Senior Residences at Stow,"4291 Allen Road, Stow, OH 44224","$2,740",Assisted Living,https://www.caring.com/senior-living/ohio/stow/vitalia-senior-residences-at-stow,67,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/stow/vitalia-senior-residences-at-stow/59947/
Connelly Manor,"55 W Connelly Blvd, Sharon, PA 16146",Not available,Assisted Living,https://www.caring.com/senior-living/pennsylvania/sharon/connelly-manor,8,(800) 558-0653,Not found
Brookdale Wickliffe,"30630 Ridge Road, Wickliffe, OH 44092","$3,000",Assisted Living,https://www.caring.com/senior-living/ohio/wickliffe/brookdale-wickliffe,95,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/wickliffe/brookdale-wickliffe/35972/
Vitalia Rockside - Active Adult Community,"6100 Lombardo Center South , Seven Hills, OH 44131","$2,590",Assisted Living,https://www.caring.com/senior-living/ohio/seven-hills/vitalia-rockside-active-adult-community,79,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/seven-hills/vitalia-active-adult-community-at-rockside/59934/
Richmond Heights Senior Living,"562 Richmond Rd, Richmond Heights, OH 44143","$4,800",Assisted Living,https://www.caring.com/senior-living/ohio/richmond-heights/richmond-heights-senior-living,60,(800) 558-0653,Not found
Maplewood at Chardon,"12350 Bass Lake Rd., Chardon, OH 44024","$6,350",Assisted Living,https://www.caring.com/senior-living/ohio/chardon/maplewood-at-heather-hill-44024,140,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/chardon/maplewood-at-chardon/36098/
Hudson Grande Senior Living,"5400 Darrow Road, Hudson, OH 44236","$4,245",Assisted Living,https://www.caring.com/senior-living/ohio/hudson/hudson-grande-senior-living,118,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/hudson/hudson-grande/59838/
Vitalia North Royalton,"8239 York Road, North Royalton, OH 44133","$3,175",Assisted Living,https://www.caring.com/senior-living/ohio/north-royalton/vitalia-north-royalton,79,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/north-royalton/vitalia-active-adult-community-at-north-royalton/59908/
The Residence of Chardon,"501 Chardon Windsor Road, Chardon, OH 44024","$4,595",Assisted Living,https://www.caring.com/senior-living/ohio/chardon/the-residence-of-chardon,52,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/chardon/the-residence-of-chardon/36211/
Rose Senior Living - Beachwood,"23611 Harvard Road , Beachwood, OH 44122","$3,895",Assisted Living,https://www.caring.com/senior-living/ohio/beachwood/rose-senior-living-beachwood,160,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/beachwood/rose-senior-living-beachwood/59721/
Maplewood at Twinsburg,"2463 Sussex Boulevard, Twinsburg, OH 44087","$6,150",Assisted Living,https://www.caring.com/senior-living/ohio/twinsburg/maplewood-at-twinsburg-44087,84,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/twinsburg/maplewood-at-twinsburg/59962/
Shenango on the Green,"238 South Market Street, New Wilmington, PA 16142",Not available,Assisted Living,https://www.caring.com/senior-living/pennsylvania/new-wilmington/shenango-on-the-green-16142,32,(800) 558-0653,https://www.seniorcare.com/nursing-homes/pa/new-wilmington/shenango-presbyterian-seniorcare/396105/
Cardinal Retirement Village,"171 Graham Rd., Cuyahoga Falls, OH 44223","$2,025",Assisted Living,https://www.caring.com/senior-living/ohio/cuyahoga-falls/cardinal-retirement-village-44223,60,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/cuyahoga-falls/cardinal-retirement-village/35886/
The Ashton of Mayfield Heights,"6200 Landerhaven, Mayfield Heights, OH 44124","$3,150",Assisted Living,https://www.caring.com/senior-living/ohio/mayfield-heights/the-ashton-of-mayfield-heights,132,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/mayfield-heights/the-ashton-at-mayfield-heights/59879/
Danbury Mentor,"9150 Lakeshore Blvd, Mentor, OH 44060","$3,820",Assisted Living,https://www.caring.com/senior-living/ohio/mentor/danbury-mentor,113,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/mentor/mentor-danbury/59883/
The Winfield at Richmond Heights,"261 Richmond Road, Richmond Heights, OH 44143","$2,970",Assisted Living,https://www.caring.com/senior-living/ohio/richmond-heights/the-winfield-at-richmond-heights,123,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/cleveland/the-winfield-at-richmond-heights/36361/
The Inn at Apple Ridge,"3308 Brecksville Rd, Richfield, OH 44286","$2,944",Assisted Living,https://www.caring.com/senior-living/ohio/richfield/the-inn-at-apple-ridge,111,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/richfield/the-inn-at-apple-ridge/59926/
Atrium at Anna Maria,"800 North Aurora Road, Aurora, OH 44202",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/aurora/atrium-at-anna-maria-44202,72,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/aurora/the-atrium-at-anna-maria/59714/
"The Cottage Painesville, LLC","270 Mentor Avenue, Painesville, OH 44077","$4,200",Assisted Living,https://www.caring.com/senior-living/ohio/painesville/the-cottage-painesville-llc,Unknown,(844) 726-1778,Not found
Independence Village of Aurora,"505 S. Chillicothe Road, Aurora, OH 44202","$4,400",Assisted Living,https://www.caring.com/senior-living/ohio/aurora/independence-village-of-aurora-44202,82,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/aurora/independence-village-of-aurora/36045/
Alpine House of Maple Heights,"5500 Northfield Rd. , Maple Heights, OH 44137",$864,Assisted Living,https://www.caring.com/senior-living/ohio/maple-heights/alpine-house-of-maple-heights,99,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/maple-heights/alpine-house-of-maple-heights/59863/
Sunrise At Parma,"7766 Broadview Road, Cleveland, OH 44134","$6,627",Assisted Living,https://www.caring.com/senior-living/ohio/cleveland/sunrise-at-parma-44134,74,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/parma/sunrise-at-parma/36305/
Maple Ridge Senior Living,"35300 Kaiser Court, Willoughby, OH 44094","$3,500",Assisted Living,https://www.caring.com/senior-living/ohio/willoughby/maple-ridge-senior-living,99,(800) 558-0653,Not found
Bryson Manor,"115 Illinois Ave, Youngstown, OH 44505",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/youngstown/bryson-manor,114,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/youngstown/bryson-manor/35876/
Forest Hills Place,"3151 Mayfield Rd, Cleveland Heights, OH 44118","$3,000",Assisted Living,https://www.caring.com/senior-living/ohio/cleveland-heights/forest-hills-place-cleveland-heights,270,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/cleveland-heights/forest-hills-place/36040/
Vitalia Mentor,"8180 Mentor Hills Drive, Mentor, OH 44060","$2,700",Assisted Living,https://www.caring.com/senior-living/ohio/mentor/vitalia-mentor,81,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/mentor/vitalia-active-adult-community-at-mentor/59886/
Vitalia Highland Heights,"305 Bishop Rd, Highland Heights, OH 44143","$2,890",Assisted Living,https://www.caring.com/senior-living/ohio/highland-heights/vitalia-highland-heights,188,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/highland-heights/vitalia-active-adult-community-at-highland-heights/59828/
Vitalia Senior Residences of Solon,"6050 Kruse Dr , Solon, OH 44139","$3,020",Assisted Living,https://www.caring.com/senior-living/ohio/solon/vitalia-senior-residences-of-solon,75,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/solon/vitalia-active-adult-community-at-solon/59937/
Heritage of Lyndhurst,"1555 Brainard Rd, Lyndhurst, OH 44124","$6,200",Assisted Living,https://www.caring.com/senior-living/ohio/lyndhurst/heritage-of-lyndhurst-lyndhurst,62,(800) 558-0653,Not found
The Woodlands by Heritage Retirement Communities,"16333 Chagrin Blvd, Cleveland, OH 44120","$3,600",Assisted Living,https://www.caring.com/senior-living/ohio/cleveland/the-woodlands-by-heritage-retirement-communities,Unknown,(800) 558-0653,Not found
The Preserve at Mentor Ridge,"8161 Norton Parkway, Mentor, OH 44060","$6,500",Assisted Living,https://www.caring.com/senior-living/ohio/mentor/the-preserve-at-mentor-ridge,62,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/mentor/the-preserve-at-mentor-ridge/59884/
Danbury Hudson,"150 Omni Lake Parkway, Hudson, OH 44236","$4,150",Assisted Living,https://www.caring.com/senior-living/ohio/hudson/danbury-hudson,118,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/hudson/hudson-danbury/59837/
Brookdale Mentor,"5700 Emerald Court, Mentor, OH 44060","$5,677",Assisted Living,https://www.caring.com/senior-living/ohio/mentor/brookdale-mentor,116,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/mentor/brookdale-mentor/36292/
Danbury Broadview Heights,"9500 Broadview Road, Broadview Heights, OH 44147","$3,965",Assisted Living,https://www.caring.com/senior-living/ohio/broadview-heights/danbury-broadview-heights,Unknown,(800) 558-0653,Not found
Nurturing Care Warrensville Heights,"4701 Wolverton Dr, Cleveland, OH 44128","$4,500",Assisted Living,https://www.caring.com/senior-living/ohio/cleveland/nurturing-care-warrensville-heights,Unknown,(800) 558-0653,Not found
Heritage at Walton Hills,"18851 Dellwood Dr, Walton Hills, OH 44146","$4,000",Assisted Living,https://www.caring.com/senior-living/ohio/walton-hills/heritage-at-walton-hills,Unknown,(800) 558-0653,Not found
Vista Springs Greenbriar Village,"8668 Day Drive, Parma, OH 44129","$6,250",Assisted Living,https://www.caring.com/senior-living/ohio/parma/vista-springs-greenbriar-village,130,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/parma/vista-springs-greenbriar/59914/
The Kemper Company,"10307 Detroit Avenue, Cleveland, OH 44102",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/cleveland/the-kemper-company,Unknown,(800) 558-0653,Not found
The Woods at Solon Pointe,"5625 Emerald Ridge Pkwy, Solon, OH 44139","$3,100",Assisted Living,https://www.caring.com/senior-living/ohio/solon/the-woods-at-solon-pointe,99,(800) 558-0653,Not found
Summit Point,"9633 Valley View Road , Macedonia, OH 44056","$3,170",Assisted Living,https://www.caring.com/senior-living/ohio/macedonia/summit-point-living-44056,133,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/macedonia/summit-point/36298/
Nurturing Care Solon,"36455 Pettibone Road, Solon, OH 44139","$4,500",Assisted Living,https://www.caring.com/senior-living/ohio/solon/nurturing-care-solon,Unknown,(800) 558-0653,Not found
St. Augustine Towers Assisted Living Residences,"7821 Lake Avenue, Cleveland, OH 44102",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/cleveland/st-augustine-towers-assisted-living-residences,110,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/cleveland/st-augustine-towers/36256/
Brookdale Barberton,"487 Austin Drive, Barberton, OH 44203","$2,992",Assisted Living,https://www.caring.com/senior-living/ohio/barberton/brookdale-barberton,60,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/barberton/brookdale-barberton/36262/
Thistle House Senior Living,"526 Water Street, Chardon, OH 44024",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/chardon/thistle-house-senior-living,22,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/chardon/thistle-house-senior-living/59751/
Broadway Golden Hours,"7415 Broadway Ave, Cleveland, OH 44105",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/cleveland/broadway-golden-hours-44105,Unknown,(800) 558-0653,Not found
Heritage at Seven Hills,"820 E Danwood Dr., Seven Hills, OH 44131","$4,500",Assisted Living,https://www.caring.com/senior-living/ohio/seven-hills/heritage-at-seven-hills,Unknown,(800) 558-0653,Not found
McGregor Assisted Living,"14850 Private Drive, Cleveland, OH 44112","$1,550",Assisted Living,https://www.caring.com/senior-living/ohio/cleveland/mcgregor-assisted-living,90,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/east-cleveland/mcgregor-assisted-living/59799/
Meadow Falls of Chagrin,"5277 Chillicothe Road, Chagrin Falls, OH 44022","$4,000",Assisted Living,https://www.caring.com/senior-living/ohio/chagrin-falls/meadow-falls-of-chagrin,Unknown,(800) 558-0653,Not found
There's No Place Like Home,"7586 Ruth Street,, Mentor, OH 44060",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/mentor/theres-no-place-like-home-44060,Unknown,(800) 558-0653,Not found
Blossom Hill Care Center,"12496 PRINCETON RD, Huntsburg, OH 44046",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/huntsburg/blossom-hill-care-center-44046,76,(800) 558-0653,Not found
Golden Ridge Assisted Living,"11146 Spear Road, Painesville, OH 44077",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/painesville/golden-ridge-assisted-living-44077,14,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/painesville/golden-ridge-assisted-living/46111/
Judson Manor,"1890 E. 107th Street, Cleveland, OH 44106",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/cleveland/judson-manor-44106,30,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/cleveland/judson-manor/36063/
Summit Corners,"8400 S Bedford Rd, Macedonia, OH 44056","$3,600",Assisted Living,https://www.caring.com/senior-living/ohio/macedonia/summit-corners,140,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/macedonia/summit-corners/59857/
Brookdale Bath,"101 N. Cleveland/Massillon Road, Akron, OH 44333","$5,033",Assisted Living,https://www.caring.com/senior-living/ohio/akron/brookdale-place-of-bath-44333,80,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/akron/brookdale-bath/35868/
Greenview Senior Living - CLOSED,"327 S Miller Rd, Fairlawn, OH 44333",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/fairlawn/greenview-senior-living-closed,110,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/uniontown/greenview-senior-assisted-living/59964/
Deer Creek Lodge,"27070 Cedar Rd, Beachwood, OH 44122","$3,999",Assisted Living,https://www.caring.com/senior-living/ohio/beachwood/deer-creek-lodge,228,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/beachwood/deer-creek-lodge/36379/
Singleton Health Care Center,"1867 e 82nd street, Cleveland, OH 44103",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/cleveland/singleton-health-care-center-44103,22,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/cleveland/singleton-health-care-center/36248/
Judson Park,"2181 Ambleside Drive, Cleveland, OH 44106",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/cleveland/judson-park-44106,36,(800) 558-0653,https://www.seniorcare.com/nursing-homes/oh/cleveland/judson-park/365870/
Windsong Nursing & Rehab,"120 Brookmont Road, Akron, Ohio 44333, Akron, OH 44333",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/akron/windsong-nursing-rehab,82,(800) 558-0653,https://www.seniorcare.com/nursing-homes/oh/akron/windsong-nursing-rehab/365707/
Royalton Woods,"14277 State Road, North Royalton, OH 44133","$3,000",Assisted Living,https://www.caring.com/senior-living/ohio/north-royalton/royalton-woods,133,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/north-royalton/royalton-woods/36221/
Pleasant Pointe Assisted Living,"220 Third Street Se, Barberton, OH 44203",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/barberton/pleasant-pointe-assisted-living-44203,54,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/barberton/pleasant-pointe-assisted-living/36194/
Legacy Place - Parma,"7377 Ridge Road, Parma, OH 44129",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/parma/legacy-place-parma-parma,100,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/parma/legacy-place-parma/36089/
Heartland of Mentor,"8200 MENTOR HILLS DRIVE, Mentor, OH 44060",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/mentor/heartland-of-mentor-44060,108,(800) 558-0653,Not found
Tapestry Senior Living Wickliffe,"28500 Euclid Ave, Wickliffe, OH 44092",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/wickliffe/tapestry-senior-living-wickliffe,108,(800) 558-0653,Not found
Ohio Living Breckenridge Village,"36855 Ridge Rd, Willoughby, OH 44094",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/willoughby/ohio-living-breckenridge-village,72,(800) 558-0653,https://www.seniorcare.com/nursing-homes/oh/willoughby/ohio-living-breckenridge-village/365581/
Tranquil Gardens,"1004 Simich Drive, Seven Hills, OH 44131","$3,700",Assisted Living,https://www.caring.com/senior-living/ohio/seven-hills/tranquil-gardens,Unknown,(800) 558-0653,Not found
Governor's Pointe,"8506 Hendricks Road, Mentor, OH 44060","$4,250",Assisted Living,https://www.caring.com/senior-living/ohio/mentor/governors-pointe-44060,44,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/mentor/governor-s-pointe/36001/
Salida Woods,"7685 Lake Shore Blvd, Mentor, OH 44060",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/mentor/salida-woods-44060,96,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/mentor/salida-woods-al/36229/
Hamlet at Chagrin Falls,"200 Hamlet Hills Drive, Chagrin Falls, OH 44022","$1,995",Assisted Living,https://www.caring.com/senior-living/ohio/chagrin-falls/hamlet-at-chagrin-falls,145,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/chagrin-falls/hamlet-at-chagrin-falls/35832/
Woodside Senior Living,"19455 Rockside Road, Bedford, OH 44146","$2,500",Assisted Living,https://www.caring.com/senior-living/ohio/bedford/woodside-senior-living,265,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/bedford/woodside-village/36389/
Sagamore Hills Estates Senior Living - CLOSED,"997 West Aurora Road, Sagamore Hills, OH 44067",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/sagamore-hills/sagamore-hills-estates-senior-living-closed,Unknown,(800) 558-0653,Not found
Pleasant View Health Care Center,"401 Snyder Ave, Barberton, OH 44203",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/barberton/pleasant-view-health-care-center,121,(800) 558-0653,https://www.seniorcare.com/nursing-homes/oh/barberton/pleasant-view-health-care-center/365406/
Manorcare Health Services-barberton,"85 THIRD STREET SE, Barberton, OH 44203",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/barberton/manorcare-health-services-barberton-44203,120,(800) 558-0653,Not found
Vista Springs Ravinia Estate,"6046 Brecksville Rd, Independence, OH 44131","$6,750",Assisted Living,https://www.caring.com/senior-living/ohio/independence/vista-springs-ravinia-estate,130,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/independence/vista-springs-ravinia-estate/59839/
St. Augustine Health Ministries,"7801 Detroit Avenue, Cleveland, OH 44102",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/cleveland/st-augustine-health-ministries,Unknown,(800) 558-0653,https://www.seniorcare.com/home-care/oh/cleveland/st-augustine-health-ministries/69238/
Concordia at Sumner,"970 Sumner Parkway, Copley, OH 44321",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/copley/concordia-at-sumner,127,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/akron/concordia-at-sumner/36301/
Enclave of Newell Creek,"7900 Center Street, Mentor, OH 44060",Not available,Assisted Living,https://www.caring.com/senior-living/ohio/mentor/enclave-of-newell-creek,134,(800) 558-0653,https://www.seniorcare.com/assisted-living/oh/mentor/the-enclave-of-newell-creek/59882/
